iteration,max_update,max_residual
2363,2.03538089e-11,1.93512393e+01
2364,2.02197981e-11,1.93512393e+01
2365,2.00866337e-11,1.93512393e+01
2366,1.99544062e-11,1.93512393e+01
2367,1.98229974e-11,1.93512393e+01
2368,1.96924976e-11,1.93512393e+01
2369,1.95628236e-11,1.93512393e+01
2370,1.94340100e-11,1.93512393e+01
2371,1.93060568e-11,1.93512393e+01
2372,1.91789432e-11,1.93512393e+01
2373,1.90526518e-11,1.93512393e+01
2374,1.89271966e-11,1.93512393e+01
2375,1.88025845e-11,1.93512393e+01
2376,1.86787738e-11,1.93512393e+01
2377,1.85557888e-11,1.93512393e+01
2378,1.84336227e-11,1.93512393e+01
2379,1.83122406e-11,1.93512393e+01
2380,1.81916565e-11,1.93512393e+01
2381,1.80718912e-11,1.93512393e+01
2382,1.79528822e-11,1.93512393e+01
2383,1.78346816e-11,1.93512393e+01
2384,1.77172547e-11,1.93512393e+01
2385,1.76006015e-11,1.93512393e+01
2386,1.74846873e-11,1.93512393e+01
2387,1.73695988e-11,1.93512393e+01
2388,1.72552042e-11,1.93512393e+01
2389,1.71415937e-11,1.93512393e+01
2390,1.70287326e-11,1.93512393e+01
2391,1.69166174e-11,1.93512393e+01
2392,1.68052065e-11,1.93512393e+01
2393,1.66945832e-11,1.93512393e+01
2394,1.65846399e-11,1.93512393e+01
2395,1.64754495e-11,1.93512393e+01
2396,1.63669703e-11,1.93512393e+01
2397,1.62592058e-11,1.93512393e+01
2398,1.61521387e-11,1.93512393e+01
2399,1.60457897e-11,1.93512393e+01
2400,1.59401242e-11,1.93512393e+01
2401,1.58352081e-11,1.93512393e+01
2402,1.57309027e-11,1.93512393e+01
2403,1.56273501e-11,1.93512393e+01
2404,1.55244428e-11,1.93512393e+01
2405,1.54222364e-11,1.93512393e+01
2406,1.53206961e-11,1.93512393e+01
2407,1.52197942e-11,1.93512393e+01
2408,1.51195931e-11,1.93512393e+01
2409,1.50200512e-11,1.93512393e+01
2410,1.49211407e-11,1.93512393e+01
2411,1.48228929e-11,1.93512393e+01
2412,1.47252766e-11,1.93512393e+01
2413,1.46283471e-11,1.93512393e+01
2414,1.45320353e-11,1.93512393e+01
2415,1.44363341e-11,1.93512393e+01
2416,1.43412782e-11,1.93512393e+01
2417,1.42468398e-11,1.93512393e+01
2418,1.41530537e-11,1.93512393e+01
2419,1.40598609e-11,1.93512393e+01
2420,1.39672787e-11,1.93512393e+01
2421,1.38753280e-11,1.93512393e+01
2422,1.37839358e-11,1.93512393e+01
2423,1.36932167e-11,1.93512393e+01
2424,1.36030180e-11,1.93512393e+01
2425,1.35134855e-11,1.93512393e+01
2426,1.34244803e-11,1.93512393e+01
2427,1.33360996e-11,1.93512393e+01
2428,1.32482948e-11,1.93512393e+01
2429,1.31610660e-11,1.93512393e+01
2430,1.30743957e-11,1.93512393e+01
2431,1.29883049e-11,1.93512393e+01
2432,1.29028177e-11,1.93512392e+01
2433,1.28178301e-11,1.93512392e+01
2434,1.27334393e-11,1.93512392e+01
2435,1.26496001e-11,1.93512392e+01
2436,1.25663195e-11,1.93512392e+01
2437,1.24835489e-11,1.93512392e+01
2438,1.24013855e-11,1.93512392e+01
2439,1.23197147e-11,1.93512392e+01
2440,1.22386060e-11,1.93512392e+01
2441,1.21580038e-11,1.93512392e+01
2442,1.20779567e-11,1.93512392e+01
2443,1.19984439e-11,1.93512392e+01
2444,1.19194377e-11,1.93512392e+01
2445,1.18409518e-11,1.93512392e+01
2446,1.17629795e-11,1.93512392e+01
2447,1.16855449e-11,1.93512392e+01
2448,1.16085891e-11,1.93512392e+01
2449,1.15321537e-11,1.93512392e+01
2450,1.14562249e-11,1.93512392e+01
2451,1.13808060e-11,1.93512392e+01
2452,1.13058625e-11,1.93512392e+01
2453,1.12314151e-11,1.93512392e+01
2454,1.11574569e-11,1.93512392e+01
2455,1.10840018e-11,1.93512392e+01
2456,1.10110185e-11,1.93512392e+01
2457,1.09385001e-11,1.93512392e+01
2458,1.08665021e-11,1.93512392e+01
2459,1.07949552e-11,1.93512392e+01
2460,1.07238524e-11,1.93512392e+01
2461,1.06532595e-11,1.93512392e+01
2462,1.05831177e-11,1.93512392e+01
2463,1.05134269e-11,1.93512392e+01
2464,1.04442011e-11,1.93512392e+01
2465,1.03754436e-11,1.93512392e+01
2466,1.03071093e-11,1.93512392e+01
2467,1.02392851e-11,1.93512392e+01
2468,1.01718252e-11,1.93512392e+01
2469,1.01048475e-11,1.93512392e+01
2470,1.00383521e-11,1.93512392e+01
2471,9.97223137e-12,1.93512392e+01
2472,9.90656862e-12,1.93512392e+01
2473,9.84132914e-12,1.93512392e+01
2474,9.77654763e-12,1.93512392e+01
2475,9.71216857e-12,1.93512392e+01
2476,9.64822666e-12,1.93512392e+01
2477,9.58467680e-12,1.93512392e+01
2478,9.52158838e-12,1.93512392e+01
2479,9.45890241e-12,1.93512392e+01
2480,9.39660155e-12,1.93512392e+01
2481,9.33473784e-12,1.93512392e+01
2482,9.27327659e-12,1.93512392e+01
2483,9.21223167e-12,1.93512392e+01
2484,9.15156839e-12,1.93512392e+01
2485,9.09129022e-12,1.93512392e+01
2486,9.03143879e-12,1.93512392e+01
2487,8.97198635e-12,1.93512392e+01
2488,8.91288779e-12,1.93512392e+01
2489,8.85422985e-12,1.93512392e+01
2490,8.79590845e-12,1.93512392e+01
2491,8.73801032e-12,1.93512392e+01
2492,8.68045566e-12,1.93512392e+01
2493,8.62330693e-12,1.93512392e+01
2494,8.56653290e-12,1.93512392e+01
2495,8.51013010e-12,1.93512392e+01
2496,8.45409506e-12,1.93512392e+01
2497,8.39841738e-12,1.93512392e+01
2498,8.34313868e-12,1.93512392e+01
2499,8.28819305e-12,1.93512392e+01
2500,8.23363946e-12,1.93512392e+01
2501,8.17939466e-12,1.93512392e+01
2502,8.12555578e-12,1.93512392e+01
2503,8.07203956e-12,1.93512392e+01
2504,8.01891192e-12,1.93512392e+01
2505,7.96609306e-12,1.93512392e+01
2506,7.91366278e-12,1.93512392e+01
2507,7.86153434e-12,1.93512392e+01
2508,7.80979795e-12,1.93512392e+01
2509,7.75835646e-12,1.93512392e+01
2510,7.70727232e-12,1.93512392e+01
2511,7.65650737e-12,1.93512392e+01
2512,7.60611019e-12,1.93512392e+01
2513,7.55606341e-12,1.93512392e+01
2514,7.50626991e-12,1.93512392e+01
2515,7.45685805e-12,1.93512392e+01
2516,7.40774456e-12,1.93512392e+01
2517,7.35898842e-12,1.93512392e+01
2518,7.31053412e-12,1.93512392e+01
2519,7.26239902e-12,1.93512392e+01
2520,7.21457616e-12,1.93512392e+01
2521,7.16706555e-12,1.93512392e+01
2522,7.11988107e-12,1.93512392e+01
2523,7.07299150e-12,1.93512392e+01
2524,7.02644193e-12,1.93512392e+01
2525,6.98015604e-12,1.93512392e+01
2526,6.93421015e-12,1.93512392e+01
2527,6.88853141e-12,1.93512392e+01
2528,6.84319268e-12,1.93512392e+01
2529,6.79814538e-12,1.93512392e+01
2530,6.75337217e-12,1.93512392e+01
2531,6.70889386e-12,1.93512392e+01
2532,6.66473127e-12,1.93512392e+01
2533,6.62084623e-12,1.93512392e+01
2534,6.57725263e-12,1.93512392e+01
2535,6.53395046e-12,1.93512392e+01
2536,6.49091891e-12,1.93512392e+01
2537,6.44818920e-12,1.93512392e+01
2538,6.40573011e-12,1.93512392e+01
2539,6.36355552e-12,1.93512392e+01
2540,6.32163766e-12,1.93512392e+01
2541,6.28002511e-12,1.93512392e+01
2542,6.23867971e-12,1.93512392e+01
2543,6.19760493e-12,1.93512392e+01
2544,6.15678342e-12,1.93512392e+01
2545,6.11625681e-12,1.93512392e+01
2546,6.07597306e-12,1.93512392e+01
2547,6.03599115e-12,1.93512392e+01
2548,5.99622435e-12,1.93512392e+01
2549,5.95675592e-12,1.93512392e+01
2550,5.91752342e-12,1.93512392e+01
2551,5.87855459e-12,1.93512392e+01
2552,5.83985638e-12,1.93512392e+01
2553,5.80141490e-12,1.93512392e+01
2554,5.76321282e-12,1.93512392e+01
2555,5.72524667e-12,1.93512392e+01
2556,5.68756847e-12,1.93512392e+01
2557,5.65012620e-12,1.93512392e+01
2558,5.61291638e-12,1.93512392e+01
2559,5.57593902e-12,1.93512392e+01
2560,5.53923921e-12,1.93512392e+01
2561,5.50277879e-12,1.93512392e+01
2562,5.46652654e-12,1.93512392e+01
2563,5.43054490e-12,1.93512392e+01
2564,5.39479225e-12,1.93512392e+01
2565,5.35925818e-12,1.93512392e+01
2566,5.32397737e-12,1.93512392e+01
2567,5.28891861e-12,1.93512392e+01
2568,5.25410271e-12,1.93512392e+01
2569,5.21950538e-12,1.93512392e+01
2570,5.18511623e-12,1.93512392e+01
2571,5.15101156e-12,1.93512392e+01
2572,5.11706649e-12,1.93512392e+01
2573,5.08337816e-12,1.93512392e+01
2574,5.04992229e-12,1.93512392e+01
2575,5.01666417e-12,1.93512392e+01
2576,4.98362462e-12,1.93512392e+01
2577,4.95082794e-12,1.93512392e+01
2578,4.91821514e-12,1.93512392e+01
2579,4.88583479e-12,1.93512392e+01
2580,4.85367302e-12,1.93512392e+01
2581,4.82170553e-12,1.93512392e+01
2582,4.78995663e-12,1.93512392e+01
2583,4.75844017e-12,1.93512392e+01
2584,4.72707637e-12,1.93512392e+01
2585,4.69597278e-12,1.93512392e+01
2586,4.66504266e-12,1.93512392e+01
2587,4.63433111e-12,1.93512392e+01
2588,4.60381039e-12,1.93512392e+01
2589,4.57349783e-12,1.93512392e+01
2590,4.54337956e-12,1.93512392e+01
2591,4.51349028e-12,1.93512392e+01
2592,4.48374671e-12,1.93512392e+01
2593,4.45424947e-12,1.93512392e+01
2594,4.42489101e-12,1.93512392e+01
2595,4.39576500e-12,1.93512392e+01
2596,4.36683328e-12,1.93512392e+01
2597,4.33806116e-12,1.93512392e+01
2598,4.30951455e-12,1.93512392e+01
2599,4.28113101e-12,1.93512392e+01
2600,4.25294522e-12,1.93512392e+01
2601,4.22493984e-12,1.93512392e+01
2602,4.19711835e-12,1.93512392e+01
2603,4.16948767e-12,1.93512392e+01
2604,4.14203741e-12,1.93512392e+01
2605,4.11475368e-12,1.93512392e+01
2606,4.08768158e-12,1.93512392e+01
2607,4.06075867e-12,1.93512392e+01
2608,4.03399536e-12,1.93512392e+01
2609,4.00746103e-12,1.93512392e+01
2610,3.98106548e-12,1.93512392e+01
2611,3.95485728e-12,1.93512392e+01
2612,3.92882255e-12,1.93512392e+01
2613,3.90293353e-12,1.93512392e+01
2614,3.87724575e-12,1.93512392e+01
2615,3.85172449e-12,1.93512392e+01
2616,3.82635590e-12,1.93512392e+01
2617,3.80115384e-12,1.93512392e+01
2618,3.77614606e-12,1.93512392e+01
2619,3.75128401e-12,1.93512392e+01
2620,3.72656073e-12,1.93512392e+01
2621,3.70202133e-12,1.93512392e+01
2622,3.67767275e-12,1.93512392e+01
2623,3.65343866e-12,1.93512392e+01
2624,3.62938846e-12,1.93512392e+01
2625,3.60549091e-12,1.93512392e+01
2626,3.58175295e-12,1.93512392e+01
2627,3.55816765e-12,1.93512392e+01
2628,3.53473500e-12,1.93512392e+01
2629,3.51147236e-12,1.93512392e+01
2630,3.48833115e-12,1.93512392e+01
2631,3.46536341e-12,1.93512392e+01
2632,3.44256568e-12,1.93512392e+01
2633,3.41988243e-12,1.93512392e+01
2634,3.39737613e-12,1.93512392e+01
2635,3.37500167e-12,1.93512392e+01
2636,3.35279374e-12,1.93512392e+01
2637,3.33070030e-12,1.93512392e+01
2638,3.30877686e-12,1.93512392e+01
2639,3.28698180e-12,1.93512392e+01
2640,3.26534980e-12,1.93512392e+01
2641,3.24386004e-12,1.93512392e+01
2642,3.22247090e-12,1.93512392e+01
2643,3.20125870e-12,1.93512392e+01
2644,3.18018875e-12,1.93512392e+01
2645,3.15926799e-12,1.93512392e+01
2646,3.13844783e-12,1.93512392e+01
2647,3.11778034e-12,1.93512392e+01
2648,3.09726203e-12,1.93512392e+01
2649,3.07686515e-12,1.93512392e+01
2650,3.05660011e-12,1.93512392e+01
2651,3.03646344e-12,1.93512392e+01
2652,3.01650024e-12,1.93512392e+01
2653,2.99660644e-12,1.93512392e+01
2654,2.97691038e-12,1.93512392e+01
2655,2.95729413e-12,1.93512392e+01
2656,2.93781319e-12,1.93512392e+01
2657,2.91847796e-12,1.93512392e+01
2658,2.89926069e-12,1.93512392e+01
2659,2.88016486e-12,1.93512392e+01
2660,2.86121127e-12,1.93512392e+01
2661,2.84235829e-12,1.93512392e+01
2662,2.82366144e-12,1.93512392e+01
2663,2.80504786e-12,1.93512392e+01
2664,2.78659734e-12,1.93512392e+01
2665,2.76822315e-12,1.93512392e+01
2666,2.75001202e-12,1.93512392e+01
2667,2.73191539e-12,1.93512392e+01
2668,2.71391243e-12,1.93512392e+01
2669,2.69604825e-12,1.93512392e+01
2670,2.67830896e-12,1.93512392e+01
2671,2.66065295e-12,1.93512392e+01
2672,2.64314959e-12,1.93512392e+01
2673,2.62573643e-12,1.93512392e+01
2674,2.60847247e-12,1.93512392e+01
2675,2.59127095e-12,1.93512392e+01
2676,2.57421515e-12,1.93512392e+01
2677,2.55725649e-12,1.93512392e+01
2678,2.54043661e-12,1.93512392e+01
2679,2.52370694e-12,1.93512392e+01
2680,2.50705359e-12,1.93512392e+01
2681,2.49059107e-12,1.93512392e+01
2682,2.47418405e-12,1.93512392e+01
2683,2.45787765e-12,1.93512392e+01
2684,2.44168227e-12,1.93512392e+01
2685,2.42562567e-12,1.93512392e+01
2686,2.40964887e-12,1.93512392e+01
2687,2.39380391e-12,1.93512392e+01
2688,2.37801792e-12,1.93512392e+01
2689,2.36237765e-12,1.93512392e+01
2690,2.34681719e-12,1.93512392e+01
2691,2.33134692e-12,1.93512392e+01
2692,2.31601543e-12,1.93512392e+01
2693,2.30076722e-12,1.93512392e+01
2694,2.28560920e-12,1.93512392e+01
2695,2.27056221e-12,1.93512392e+01
2696,2.25562624e-12,1.93512392e+01
2697,2.24074925e-12,1.93512392e+01
2698,2.22600757e-12,1.93512392e+01
2699,2.21133875e-12,1.93512392e+01
2700,2.19681218e-12,1.93512392e+01
2701,2.18233071e-12,1.93512392e+01
2702,2.16793597e-12,1.93512392e+01
2703,2.15370430e-12,1.93512392e+01
2704,2.13946916e-12,1.93512392e+01
2705,2.12543178e-12,1.93512392e+01
2706,2.11140480e-12,1.93512392e+01
2707,2.09752701e-12,1.93512392e+01
2708,2.08370821e-12,1.93512392e+01
2709,2.06997613e-12,1.93512392e+01
2710,2.05636203e-12,1.93512392e+01
2711,2.04281037e-12,1.93512392e+01
2712,2.02936973e-12,1.93512392e+01
2713,2.01599154e-12,1.93512392e+01
2714,2.00273131e-12,1.93512392e+01
2715,1.98954395e-12,1.93512392e+01
2716,1.97645025e-12,1.93512392e+01
2717,1.96342248e-12,1.93512392e+01
2718,1.95050226e-12,1.93512392e+01
2719,1.93766531e-12,1.93512392e+01
2720,1.92488386e-12,1.93512392e+01
2721,1.91225508e-12,1.93512392e+01
2722,1.89963323e-12,1.93512392e+01
2723,1.88710853e-12,1.93512392e+01
2724,1.87471219e-12,1.93512392e+01
2725,1.86235402e-12,1.93512392e+01
2726,1.85010340e-12,1.93512392e+01
2727,1.83790483e-12,1.93512392e+01
2728,1.82582421e-12,1.93512392e+01
2729,1.81377482e-12,1.93512392e+01
2730,1.80185727e-12,1.93512392e+01
2731,1.78996748e-12,1.93512392e+01
2732,1.77819565e-12,1.93512392e+01
2733,1.76650014e-12,1.93512392e+01
2734,1.75484974e-12,1.93512392e+01
2735,1.74330689e-12,1.93512392e+01
2736,1.73182996e-12,1.93512392e+01
2737,1.72041201e-12,1.93512392e+01
2738,1.70909467e-12,1.93512392e+01
2739,1.69783632e-12,1.93512392e+01
2740,1.68665776e-12,1.93512392e+01
2741,1.67555206e-12,1.93512392e+01
2742,1.66454350e-12,1.93512392e+01
2743,1.65354883e-12,1.93512392e+01
2744,1.64269293e-12,1.93512392e+01
2745,1.63185090e-12,1.93512392e+01
2746,1.62111644e-12,1.93512392e+01
2747,1.61043748e-12,1.93512392e+01
2748,1.59983138e-12,1.93512392e+01
2749,1.58930161e-12,1.93512392e+01
2750,1.57883775e-12,1.93512392e+01
2751,1.56844676e-12,1.93512392e+01
2752,1.55812169e-12,1.93512392e+01
2753,1.54785559e-12,1.93512392e+01
2754,1.53766236e-12,1.93512392e+01
2755,1.52753157e-12,1.93512392e+01
2756,1.51748752e-12,1.93512392e+01
2757,1.50748164e-12,1.93512392e+01
2758,1.49757637e-12,1.93512392e+01
2759,1.48769538e-12,1.93512392e+01
2760,1.47791501e-12,1.93512392e+01
2761,1.46817281e-12,1.93512392e+01
2762,1.45851040e-12,1.93512392e+01
2763,1.44891044e-12,1.93512392e+01
2764,1.43936599e-12,1.93512392e+01
2765,1.42990134e-12,1.93512392e+01
2766,1.42048179e-12,1.93512392e+01
2767,1.41111081e-12,1.93512392e+01
2768,1.40183698e-12,1.93512392e+01
2769,1.39258050e-12,1.93512392e+01
2770,1.38342116e-12,1.93512392e+01
2771,1.37433814e-12,1.93512392e+01
2772,1.36526901e-12,1.93512392e+01
2773,1.35629008e-12,1.93512392e+01
2774,1.34735972e-12,1.93512392e+01
2775,1.33848141e-12,1.93512392e+01
2776,1.32967248e-12,1.93512392e+01
2777,1.32090519e-12,1.93512392e+01
2778,1.31220729e-12,1.93512392e+01
2779,1.30358224e-12,1.93512392e+01
2780,1.29497801e-12,1.93512392e+01
2781,1.28647787e-12,1.93512392e+01
2782,1.27798813e-12,1.93512392e+01
2783,1.26958513e-12,1.93512392e+01
2784,1.26123417e-12,1.93512392e+01
2785,1.25291097e-12,1.93512392e+01
2786,1.24465369e-12,1.93512392e+01
2787,1.23649355e-12,1.93512392e+01
2788,1.22832300e-12,1.93512392e+01
2789,1.22024960e-12,1.93512392e+01
2790,1.21219701e-12,1.93512392e+01
2791,1.20422422e-12,1.93512392e+01
2792,1.19631388e-12,1.93512392e+01
2793,1.18840354e-12,1.93512392e+01
2794,1.18061810e-12,1.93512392e+01
2795,1.17281185e-12,1.93512392e+01
2796,1.16508539e-12,1.93512392e+01
2797,1.15744220e-12,1.93512392e+01
2798,1.14981982e-12,1.93512392e+01
2799,1.14222520e-12,1.93512392e+01
2800,1.13472426e-12,1.93512392e+01
2801,1.12724413e-12,1.93512392e+01
2802,1.11981258e-12,1.93512392e+01
2803,1.11245735e-12,1.93512392e+01
2804,1.10511600e-12,1.93512392e+01
2805,1.09784751e-12,1.93512392e+01
2806,1.09062412e-12,1.93512392e+01
2807,1.08343542e-12,1.93512392e+01
2808,1.07631612e-12,1.93512392e+01
2809,1.06919334e-12,1.93512392e+01
2810,1.06218853e-12,1.93512392e+01
2811,1.05517678e-12,1.93512392e+01
2812,1.04823442e-12,1.93512392e+01
2813,1.04133369e-12,1.93512392e+01
2814,1.03448500e-12,1.93512392e+01
2815,1.02766060e-12,1.93512392e+01
2816,1.02091599e-12,1.93512392e+01
2817,1.01417486e-12,1.93512392e+01
2818,1.00749270e-12,1.93512392e+01
2819,1.00085218e-12,1.93512392e+01
2820,9.94287985e-13,1.93512392e+01
2821,9.87723792e-13,1.93512392e+01
2822,9.81228987e-13,1.93512392e+01
2823,9.74751529e-13,1.93512392e+01
2824,9.68353869e-13,1.93512392e+01
2825,9.61959679e-13,1.93512392e+01
2826,9.55652224e-13,1.93512392e+01
2827,9.49320483e-13,1.93512392e+01
2828,9.43096296e-13,1.93512392e+01
2829,9.36889455e-13,1.93512392e+01
2830,9.30720778e-13,1.93512392e+01
2831,9.24579857e-13,1.93512392e+01
2832,9.18494447e-13,1.93512392e+01
2833,9.12464548e-13,1.93512392e+01
2834,9.06445058e-13,1.93512392e+01
2835,9.00481079e-13,1.93512392e+01
2836,8.94541385e-13,1.93512392e+01
2837,8.88650264e-13,1.93512392e+01
2838,8.82804246e-13,1.93512392e+01
2839,8.76992923e-13,1.93512392e+01
2840,8.71233641e-13,1.93512392e+01
2841,8.65477828e-13,1.93512392e+01
2842,8.59787935e-13,1.93512392e+01
2843,8.54136206e-13,1.93512392e+01
2844,8.48470599e-13,1.93512392e+01
2845,8.42919484e-13,1.93512392e+01
2846,8.37347552e-13,1.93512392e+01
2847,8.31858887e-13,1.93512392e+01
2848,8.26373692e-13,1.93512392e+01
2849,8.20912782e-13,1.93512392e+01
2850,8.15535139e-13,1.93512392e+01
2851,8.10136680e-13,1.93512392e+01
2852,8.04821487e-13,1.93512392e+01
2853,7.99520172e-13,1.93512392e+01
2854,7.94267430e-13,1.93512392e+01
2855,7.89018156e-13,1.93512392e+01
2856,7.83831333e-13,1.93512392e+01
2857,7.78672266e-13,1.93512392e+01
2858,7.73544423e-13,1.93512392e+01
2859,7.68447805e-13,1.93512392e+01
2860,7.63378943e-13,1.93512392e+01
2861,7.58365593e-13,1.93512392e+01
2862,7.53376528e-13,1.93512392e+01
2863,7.48408280e-13,1.93512392e+01
2864,7.43488604e-13,1.93512392e+01
2865,7.38596684e-13,1.93512392e+01
2866,7.33715172e-13,1.93512392e+01
2867,7.28892641e-13,1.93512392e+01
2868,7.24087457e-13,1.93512392e+01
2869,7.19316967e-13,1.93512392e+01
2870,7.14598519e-13,1.93512392e+01
2871,7.09883541e-13,1.93512392e+01
2872,7.05224074e-13,1.93512392e+01
2873,7.00557667e-13,1.93512392e+01
2874,6.95953711e-13,1.93512392e+01
2875,6.91363633e-13,1.93512392e+01
2876,6.86818658e-13,1.93512392e+01
2877,6.82301438e-13,1.93512392e+01
2878,6.77805034e-13,1.93512392e+01
2879,6.73336387e-13,1.93512392e+01
2880,6.68923250e-13,1.93512392e+01
2881,6.64485827e-13,1.93512392e+01
2882,6.60138610e-13,1.93512392e+01
2883,6.55777516e-13,1.93512392e+01
2884,6.51458054e-13,1.93512392e+01
2885,6.47176757e-13,1.93512392e+01
2886,6.42912806e-13,1.93512392e+01
2887,6.38676612e-13,1.93512392e+01
2888,6.34482050e-13,1.93512392e+01
2889,6.30297897e-13,1.93512392e+01
2890,6.26155378e-13,1.93512392e+01
2891,6.22016327e-13,1.93512392e+01
2892,6.17929319e-13,1.93512392e+01
2893,6.13863127e-13,1.93512392e+01
2894,6.09817752e-13,1.93512392e+01
2895,6.05796663e-13,1.93512392e+01
2896,6.01813738e-13,1.93512392e+01
2897,5.97848160e-13,1.93512392e+01
2898,5.93920746e-13,1.93512392e+01
2899,5.90000271e-13,1.93512392e+01
2900,5.86114490e-13,1.93512392e+01
2901,5.82252996e-13,1.93512392e+01
2902,5.78450482e-13,1.93512392e+01
2903,5.74588988e-13,1.93512392e+01
2904,5.70831576e-13,1.93512392e+01
2905,5.67091513e-13,1.93512392e+01
2906,5.63334102e-13,1.93512392e+01
2907,5.59635671e-13,1.93512392e+01
2908,5.55958057e-13,1.93512392e+01
2909,5.52270035e-13,1.93512392e+01
2910,5.48668749e-13,1.93512392e+01
2911,5.45018891e-13,1.93512392e+01
2912,5.41448830e-13,1.93512392e+01
2913,5.37878769e-13,1.93512392e+01
2914,5.34339933e-13,1.93512392e+01
2915,5.30818445e-13,1.93512392e+01
2916,5.27338589e-13,1.93512392e+01
2917,5.23865673e-13,1.93512392e+01
2918,5.20389287e-13,1.93512392e+01
2919,5.16989229e-13,1.93512392e+01
2920,5.13582232e-13,1.93512392e+01
2921,5.10199522e-13,1.93512392e+01
2922,5.06830689e-13,1.93512392e+01
2923,5.03496550e-13,1.93512392e+01
2924,5.00190167e-13,1.93512392e+01
2925,4.96873376e-13,1.93512392e+01
2926,4.93629443e-13,1.93512392e+01
2927,4.90371632e-13,1.93512392e+01
2928,4.87127699e-13,1.93512392e+01
2929,4.83956625e-13,1.93512392e+01
2930,4.80733509e-13,1.93512392e+01
2931,4.77565903e-13,1.93512392e+01
2932,4.74446871e-13,1.93512392e+01
2933,4.71317430e-13,1.93512392e+01
2934,4.68201866e-13,1.93512392e+01
2935,4.65114058e-13,1.93512392e+01
2936,4.62081762e-13,1.93512392e+01
2937,4.59014771e-13,1.93512392e+01
2938,4.56003291e-13,1.93512392e+01
2939,4.52984872e-13,1.93512392e+01
2940,4.50032372e-13,1.93512392e+01
2941,4.47031301e-13,1.93512392e+01
2942,4.44120435e-13,1.93512392e+01
2943,4.41178344e-13,1.93512392e+01
2944,4.38284825e-13,1.93512392e+01
2945,4.35384367e-13,1.93512392e+01
2946,4.32529013e-13,1.93512392e+01
2947,4.29673658e-13,1.93512392e+01
2948,4.26859936e-13,1.93512392e+01
2949,4.24035806e-13,1.93512392e+01
2950,4.21239432e-13,1.93512392e+01
2951,4.18470814e-13,1.93512392e+01
2952,4.15723012e-13,1.93512392e+01
2953,4.12968271e-13,1.93512392e+01
2954,4.10265572e-13,1.93512392e+01
2955,4.07552464e-13,1.93512392e+01
2956,4.04894868e-13,1.93512392e+01
2957,4.02209516e-13,1.93512392e+01
2958,3.99548450e-13,1.93512392e+01
2959,3.96932487e-13,1.93512392e+01
2960,3.94309585e-13,1.93512392e+01
2961,3.91704030e-13,1.93512392e+01
2962,3.89164395e-13,1.93512392e+01
2963,3.86558840e-13,1.93512392e+01
2964,3.84033083e-13,1.93512392e+01
2965,3.81507326e-13,1.93512392e+01
2966,3.79002385e-13,1.93512392e+01
2967,3.76487036e-13,1.93512392e+01
2968,3.74027198e-13,1.93512392e+01
2969,3.71546544e-13,1.93512392e+01
2970,3.69114461e-13,1.93512392e+01
2971,3.66678909e-13,1.93512392e+01
2972,3.64264174e-13,1.93512392e+01
2973,3.61863317e-13,1.93512392e+01
2974,3.59483276e-13,1.93512392e+01
2975,3.57127522e-13,1.93512392e+01
2976,3.54754420e-13,1.93512392e+01
2977,3.52426421e-13,1.93512392e+01
2978,3.50122709e-13,1.93512392e+01
2979,3.47794710e-13,1.93512392e+01
2980,3.45508344e-13,1.93512392e+01
2981,3.43246265e-13,1.93512392e+01
2982,3.40963369e-13,1.93512392e+01
2983,3.38756800e-13,1.93512392e+01
2984,3.36494721e-13,1.93512392e+01
2985,3.34288153e-13,1.93512392e+01
2986,3.32088523e-13,1.93512392e+01
2987,3.29909711e-13,1.93512392e+01
2988,3.27717020e-13,1.93512392e+01
2989,3.25576371e-13,1.93512392e+01
2990,3.23414906e-13,1.93512392e+01
2991,3.21302013e-13,1.93512392e+01
2992,3.19175242e-13,1.93512392e+01
2993,3.17100513e-13,1.93512392e+01
2994,3.14973742e-13,1.93512392e+01
2995,3.12912890e-13,1.93512392e+01
2996,3.10869386e-13,1.93512392e+01
2997,3.08791187e-13,1.93512392e+01
2998,3.06813602e-13,1.93512392e+01
2999,3.04731934e-13,1.93512392e+01
3000,3.02757819e-13,1.93512392e+01
3001,3.00752478e-13,1.93512392e+01
3002,2.98778363e-13,1.93512392e+01
3003,2.96804248e-13,1.93512392e+01
3004,2.94857888e-13,1.93512392e+01
3005,2.92908059e-13,1.93512392e+01
3006,2.90982516e-13,1.93512392e+01
3007,2.89081259e-13,1.93512392e+01
3008,2.87162655e-13,1.93512392e+01
3009,2.85285684e-13,1.93512392e+01
3010,2.83394835e-13,1.93512392e+01
3011,2.81516130e-13,1.93512392e+01
3012,2.79689466e-13,1.93512392e+01
3013,2.77822904e-13,1.93512392e+01
3014,2.76008383e-13,1.93512392e+01
3015,2.74186923e-13,1.93512392e+01
3016,2.72389750e-13,1.93512392e+01
3017,2.70575229e-13,1.93512392e+01
3018,2.68816219e-13,1.93512392e+01
3019,2.67043332e-13,1.93512392e+01
3020,2.65287792e-13,1.93512392e+01
3021,2.63514904e-13,1.93512392e+01
3022,2.61825284e-13,1.93512392e+01
3023,2.60061070e-13,1.93512392e+01
3024,2.58362776e-13,1.93512392e+01
3025,2.56655808e-13,1.93512392e+01
3026,2.54962718e-13,1.93512392e+01
3027,2.53297383e-13,1.93512392e+01
3028,2.51625110e-13,1.93512392e+01
