iteration,max_update,max_residual
17913,5.62050406e-16,1.93512392e+01
17914,8.88178420e-16,1.93512392e+01
17915,9.43689571e-16,1.93512392e+01
17916,1.11022302e-15,1.93512392e+01
17917,1.38777878e-15,1.93512392e+01
17918,1.11022302e-15,1.93512392e+01
17919,9.99200722e-16,1.93512392e+01
17920,1.22124533e-15,1.93512392e+01
17921,1.33226763e-15,1.93512392e+01
17922,1.22124533e-15,1.93512392e+01
17923,1.22124533e-15,1.93512392e+01
17924,8.88178420e-16,1.93512392e+01
17925,7.21644966e-16,1.93512392e+01
17926,7.77156117e-16,1.93512392e+01
17927,1.22124533e-15,1.93512392e+01
17928,1.27675648e-15,1.93512392e+01
17929,1.33226763e-15,1.93512392e+01
17930,1.05471187e-15,1.93512392e+01
17931,8.32667268e-16,1.93512392e+01
17932,6.66133815e-16,1.93512392e+01
17933,5.55111512e-16,1.93512392e+01
17934,7.77156117e-16,1.93512392e+01
17935,1.33226763e-15,1.93512392e+01
17936,1.11022302e-15,1.93512392e+01
17937,6.10622664e-16,1.93512392e+01
17938,6.66133815e-16,1.93512392e+01
17939,5.82867088e-16,1.93512392e+01
17940,7.77156117e-16,1.93512392e+01
17941,6.66133815e-16,1.93512392e+01
17942,5.55111512e-16,1.93512392e+01
17943,4.99600361e-16,1.93512392e+01
17944,5.55111512e-16,1.93512392e+01
17945,5.55111512e-16,1.93512392e+01
17946,7.77156117e-16,1.93512392e+01
17947,6.10622664e-16,1.93512392e+01
17948,6.66133815e-16,1.93512392e+01
17949,5.55111512e-16,1.93512392e+01
17950,5.55111512e-16,1.93512392e+01
17951,8.88178420e-16,1.93512392e+01
17952,9.99200722e-16,1.93512392e+01
17953,7.49400542e-16,1.93512392e+01
17954,5.55111512e-16,1.93512392e+01
17955,8.88178420e-16,1.93512392e+01
17956,9.99200722e-16,1.93512392e+01
17957,6.66133815e-16,1.93512392e+01
17958,8.88178420e-16,1.93512392e+01
17959,9.99200722e-16,1.93512392e+01
17960,9.99200722e-16,1.93512392e+01
17961,1.11022302e-15,1.93512392e+01
17962,9.99200722e-16,1.93512392e+01
17963,1.11022302e-15,1.93512392e+01
17964,9.99200722e-16,1.93512392e+01
17965,1.11022302e-15,1.93512392e+01
17966,7.63278329e-16,1.93512392e+01
17967,6.38378239e-16,1.93512392e+01
17968,8.88178420e-16,1.93512392e+01
17969,6.66133815e-16,1.93512392e+01
17970,8.88178420e-16,1.93512392e+01
17971,8.32667268e-16,1.93512392e+01
17972,9.15933995e-16,1.93512392e+01
17973,6.66133815e-16,1.93512392e+01
17974,8.88178420e-16,1.93512392e+01
17975,1.11022302e-15,1.93512392e+01
17976,1.11022302e-15,1.93512392e+01
17977,8.88178420e-16,1.93512392e+01
17978,1.22124533e-15,1.93512392e+01
17979,1.22124533e-15,1.93512392e+01
17980,8.32667268e-16,1.93512392e+01
17981,8.88178420e-16,1.93512392e+01
17982,7.77156117e-16,1.93512392e+01
17983,1.11022302e-15,1.93512392e+01
17984,8.88178420e-16,1.93512392e+01
17985,9.99200722e-16,1.93512392e+01
17986,1.16573418e-15,1.93512392e+01
17987,9.43689571e-16,1.93512392e+01
17988,7.77156117e-16,1.93512392e+01
17989,9.99200722e-16,1.93512392e+01
17990,7.77156117e-16,1.93512392e+01
17991,1.33226763e-15,1.93512392e+01
17992,8.88178420e-16,1.93512392e+01
17993,1.11022302e-15,1.93512392e+01
17994,8.88178420e-16,1.93512392e+01
17995,6.66133815e-16,1.93512392e+01
17996,5.55111512e-16,1.93512392e+01
17997,6.66133815e-16,1.93512392e+01
17998,5.55111512e-16,1.93512392e+01
17999,7.21644966e-16,1.93512392e+01
18000,8.88178420e-16,1.93512392e+01
18001,7.77156117e-16,1.93512392e+01
18002,9.99200722e-16,1.93512392e+01
18003,6.66133815e-16,1.93512392e+01
18004,6.66133815e-16,1.93512392e+01
18005,6.66133815e-16,1.93512392e+01
18006,9.99200722e-16,1.93512392e+01
18007,9.43689571e-16,1.93512392e+01
18008,1.22124533e-15,1.93512392e+01
18009,1.55431223e-15,1.93512392e+01
18010,9.99200722e-16,1.93512392e+01
18011,9.99200722e-16,1.93512392e+01
18012,7.77156117e-16,1.93512392e+01
18013,8.88178420e-16,1.93512392e+01
18014,7.77156117e-16,1.93512392e+01
18015,6.66133815e-16,1.93512392e+01
18016,8.32667268e-16,1.93512392e+01
18017,8.04911693e-16,1.93512392e+01
18018,9.99200722e-16,1.93512392e+01
18019,8.88178420e-16,1.93512392e+01
18020,9.99200722e-16,1.93512392e+01
18021,1.11022302e-15,1.93512392e+01
18022,9.99200722e-16,1.93512392e+01
18023,1.33226763e-15,1.93512392e+01
18024,8.88178420e-16,1.93512392e+01
18025,1.11022302e-15,1.93512392e+01
18026,8.88178420e-16,1.93512392e+01
18027,6.66133815e-16,1.93512392e+01
18028,1.22124533e-15,1.93512392e+01
18029,7.77156117e-16,1.93512392e+01
18030,6.66133815e-16,1.93512392e+01
18031,8.88178420e-16,1.93512392e+01
18032,1.33226763e-15,1.93512392e+01
18033,1.11022302e-15,1.93512392e+01
18034,1.11022302e-15,1.93512392e+01
18035,9.99200722e-16,1.93512392e+01
18036,8.88178420e-16,1.93512392e+01
18037,9.43689571e-16,1.93512392e+01
18038,8.88178420e-16,1.93512392e+01
18039,1.22124533e-15,1.93512392e+01
18040,1.22124533e-15,1.93512392e+01
18041,9.99200722e-16,1.93512392e+01
18042,8.88178420e-16,1.93512392e+01
18043,7.77156117e-16,1.93512392e+01
18044,8.88178420e-16,1.93512392e+01
18045,9.99200722e-16,1.93512392e+01
18046,1.22124533e-15,1.93512392e+01
18047,8.88178420e-16,1.93512392e+01
18048,8.32667268e-16,1.93512392e+01
18049,1.11022302e-15,1.93512392e+01
18050,8.32667268e-16,1.93512392e+01
18051,8.32667268e-16,1.93512392e+01
18052,6.66133815e-16,1.93512392e+01
18053,7.77156117e-16,1.93512392e+01
18054,7.77156117e-16,1.93512392e+01
18055,1.11022302e-15,1.93512392e+01
18056,1.11022302e-15,1.93512392e+01
18057,8.88178420e-16,1.93512392e+01
18058,1.11022302e-15,1.93512392e+01
18059,8.88178420e-16,1.93512392e+01
18060,8.04911693e-16,1.93512392e+01
18061,7.21644966e-16,1.93512392e+01
18062,6.66133815e-16,1.93512392e+01
18063,6.66133815e-16,1.93512392e+01
18064,4.99600361e-16,1.93512392e+01
18065,5.55111512e-16,1.93512392e+01
18066,6.66133815e-16,1.93512392e+01
18067,8.32667268e-16,1.93512392e+01
18068,6.66133815e-16,1.93512392e+01
18069,5.55111512e-16,1.93512392e+01
18070,7.77156117e-16,1.93512392e+01
18071,8.88178420e-16,1.93512392e+01
18072,9.99200722e-16,1.93512392e+01
18073,1.11022302e-15,1.93512392e+01
18074,1.33226763e-15,1.93512392e+01
18075,1.44328993e-15,1.93512392e+01
18076,1.11022302e-15,1.93512392e+01
18077,1.22124533e-15,1.93512392e+01
18078,1.66533454e-15,1.93512392e+01
18079,1.11022302e-15,1.93512392e+01
18080,9.99200722e-16,1.93512392e+01
18081,1.08246745e-15,1.93512392e+01
18082,1.08246745e-15,1.93512392e+01
18083,1.44328993e-15,1.93512392e+01
18084,7.77156117e-16,1.93512392e+01
18085,8.88178420e-16,1.93512392e+01
18086,8.32667268e-16,1.93512392e+01
18087,6.66133815e-16,1.93512392e+01
18088,9.99200722e-16,1.93512392e+01
18089,1.33226763e-15,1.93512392e+01
18090,1.16573418e-15,1.93512392e+01
18091,1.16573418e-15,1.93512392e+01
18092,9.43689571e-16,1.93512392e+01
18093,7.21644966e-16,1.93512392e+01
18094,6.66133815e-16,1.93512392e+01
18095,6.66133815e-16,1.93512392e+01
18096,1.11022302e-15,1.93512392e+01
18097,8.88178420e-16,1.93512392e+01
18098,6.66133815e-16,1.93512392e+01
18099,5.55111512e-16,1.93512392e+01
18100,6.66133815e-16,1.93512392e+01
18101,8.88178420e-16,1.93512392e+01
18102,8.88178420e-16,1.93512392e+01
18103,9.99200722e-16,1.93512392e+01
18104,1.22124533e-15,1.93512392e+01
18105,1.44328993e-15,1.93512392e+01
18106,1.33226763e-15,1.93512392e+01
18107,1.05471187e-15,1.93512392e+01
18108,8.32667268e-16,1.93512392e+01
18109,7.77156117e-16,1.93512392e+01
18110,9.99200722e-16,1.93512392e+01
18111,9.99200722e-16,1.93512392e+01
18112,8.88178420e-16,1.93512392e+01
18113,7.77156117e-16,1.93512392e+01
18114,7.77156117e-16,1.93512392e+01
18115,1.44328993e-15,1.93512392e+01
18116,1.77635684e-15,1.93512392e+01
18117,1.66533454e-15,1.93512392e+01
18118,1.33226763e-15,1.93512392e+01
18119,1.22124533e-15,1.93512392e+01
18120,1.11022302e-15,1.93512392e+01
18121,8.88178420e-16,1.93512392e+01
18122,8.88178420e-16,1.93512392e+01
18123,8.88178420e-16,1.93512392e+01
18124,1.22124533e-15,1.93512392e+01
18125,1.27675648e-15,1.93512392e+01
18126,8.88178420e-16,1.93512392e+01
18127,9.99200722e-16,1.93512392e+01
18128,6.66133815e-16,1.93512392e+01
18129,8.88178420e-16,1.93512392e+01
18130,6.66133815e-16,1.93512392e+01
18131,9.99200722e-16,1.93512392e+01
18132,1.44328993e-15,1.93512392e+01
18133,1.66533454e-15,1.93512392e+01
18134,1.99840144e-15,1.93512392e+01
18135,1.11022302e-15,1.93512392e+01
18136,8.88178420e-16,1.93512392e+01
18137,9.43689571e-16,1.93512392e+01
18138,9.99200722e-16,1.93512392e+01
18139,1.05471187e-15,1.93512392e+01
18140,8.32667268e-16,1.93512392e+01
18141,9.99200722e-16,1.93512392e+01
18142,8.88178420e-16,1.93512392e+01
18143,9.99200722e-16,1.93512392e+01
18144,7.77156117e-16,1.93512392e+01
18145,7.21644966e-16,1.93512392e+01
18146,9.99200722e-16,1.93512392e+01
18147,1.22124533e-15,1.93512392e+01
18148,8.88178420e-16,1.93512392e+01
18149,8.32667268e-16,1.93512392e+01
18150,6.10622664e-16,1.93512392e+01
18151,8.88178420e-16,1.93512392e+01
18152,8.60422844e-16,1.93512392e+01
18153,6.80011603e-16,1.93512392e+01
18154,6.66133815e-16,1.93512392e+01
18155,8.88178420e-16,1.93512392e+01
18156,7.77156117e-16,1.93512392e+01
18157,8.88178420e-16,1.93512392e+01
18158,1.11022302e-15,1.93512392e+01
18159,9.99200722e-16,1.93512392e+01
18160,7.77156117e-16,1.93512392e+01
18161,6.66133815e-16,1.93512392e+01
18162,1.11022302e-15,1.93512392e+01
18163,8.88178420e-16,1.93512392e+01
18164,1.44328993e-15,1.93512392e+01
18165,1.55431223e-15,1.93512392e+01
18166,1.33226763e-15,1.93512392e+01
18167,8.88178420e-16,1.93512392e+01
18168,7.77156117e-16,1.93512392e+01
18169,9.99200722e-16,1.93512392e+01
18170,8.88178420e-16,1.93512392e+01
18171,6.66133815e-16,1.93512392e+01
18172,6.66133815e-16,1.93512392e+01
18173,6.66133815e-16,1.93512392e+01
18174,6.66133815e-16,1.93512392e+01
18175,6.66133815e-16,1.93512392e+01
18176,7.77156117e-16,1.93512392e+01
18177,1.22124533e-15,1.93512392e+01
18178,9.99200722e-16,1.93512392e+01
18179,1.22124533e-15,1.93512392e+01
18180,1.11022302e-15,1.93512392e+01
18181,9.15933995e-16,1.93512392e+01
18182,1.02695630e-15,1.93512392e+01
18183,7.77156117e-16,1.93512392e+01
18184,6.10622664e-16,1.93512392e+01
18185,5.55111512e-16,1.93512392e+01
18186,7.77156117e-16,1.93512392e+01
18187,7.77156117e-16,1.93512392e+01
18188,1.22124533e-15,1.93512392e+01
18189,1.16573418e-15,1.93512392e+01
18190,1.22124533e-15,1.93512392e+01
18191,8.88178420e-16,1.93512392e+01
18192,9.99200722e-16,1.93512392e+01
18193,9.99200722e-16,1.93512392e+01
18194,9.99200722e-16,1.93512392e+01
18195,9.99200722e-16,1.93512392e+01
18196,9.99200722e-16,1.93512392e+01
18197,9.99200722e-16,1.93512392e+01
18198,9.99200722e-16,1.93512392e+01
18199,6.66133815e-16,1.93512392e+01
18200,5.55111512e-16,1.93512392e+01
18201,4.44089210e-16,1.93512392e+01
18202,5.55111512e-16,1.93512392e+01
18203,8.88178420e-16,1.93512392e+01
18204,9.99200722e-16,1.93512392e+01
18205,7.77156117e-16,1.93512392e+01
18206,9.99200722e-16,1.93512392e+01
18207,1.11022302e-15,1.93512392e+01
18208,9.99200722e-16,1.93512392e+01
18209,7.77156117e-16,1.93512392e+01
18210,1.11022302e-15,1.93512392e+01
18211,9.99200722e-16,1.93512392e+01
18212,6.66133815e-16,1.93512392e+01
18213,9.99200722e-16,1.93512392e+01
18214,1.22124533e-15,1.93512392e+01
18215,8.88178420e-16,1.93512392e+01
18216,1.33226763e-15,1.93512392e+01
18217,1.11022302e-15,1.93512392e+01
18218,7.21644966e-16,1.93512392e+01
18219,9.99200722e-16,1.93512392e+01
18220,1.22124533e-15,1.93512392e+01
18221,8.88178420e-16,1.93512392e+01
18222,8.88178420e-16,1.93512392e+01
18223,7.21644966e-16,1.93512392e+01
18224,8.88178420e-16,1.93512392e+01
18225,7.77156117e-16,1.93512392e+01
18226,7.21644966e-16,1.93512392e+01
18227,6.66133815e-16,1.93512392e+01
18228,8.04911693e-16,1.93512392e+01
18229,9.15933995e-16,1.93512392e+01
18230,9.99200722e-16,1.93512392e+01
18231,8.88178420e-16,1.93512392e+01
18232,9.99200722e-16,1.93512392e+01
18233,1.08246745e-15,1.93512392e+01
18234,1.11022302e-15,1.93512392e+01
18235,1.33226763e-15,1.93512392e+01
18236,1.66533454e-15,1.93512392e+01
18237,1.11022302e-15,1.93512392e+01
18238,8.88178420e-16,1.93512392e+01
18239,6.66133815e-16,1.93512392e+01
18240,8.88178420e-16,1.93512392e+01
18241,1.22124533e-15,1.93512392e+01
18242,9.99200722e-16,1.93512392e+01
18243,9.99200722e-16,1.93512392e+01
18244,1.22124533e-15,1.93512392e+01
18245,8.88178420e-16,1.93512392e+01
18246,1.33226763e-15,1.93512392e+01
18247,1.22124533e-15,1.93512392e+01
18248,1.33226763e-15,1.93512392e+01
18249,9.99200722e-16,1.93512392e+01
18250,7.77156117e-16,1.93512392e+01
18251,9.43689571e-16,1.93512392e+01
18252,8.88178420e-16,1.93512392e+01
18253,6.66133815e-16,1.93512392e+01
18254,8.88178420e-16,1.93512392e+01
18255,7.77156117e-16,1.93512392e+01
18256,8.32667268e-16,1.93512392e+01
18257,8.88178420e-16,1.93512392e+01
18258,8.88178420e-16,1.93512392e+01
18259,6.66133815e-16,1.93512392e+01
18260,9.99200722e-16,1.93512392e+01
18261,1.22124533e-15,1.93512392e+01
18262,8.88178420e-16,1.93512392e+01
18263,8.88178420e-16,1.93512392e+01
18264,9.71445147e-16,1.93512392e+01
18265,8.32667268e-16,1.93512392e+01
18266,7.21644966e-16,1.93512392e+01
18267,6.66133815e-16,1.93512392e+01
18268,6.66133815e-16,1.93512392e+01
18269,6.66133815e-16,1.93512392e+01
18270,9.99200722e-16,1.93512392e+01
18271,1.22124533e-15,1.93512392e+01
18272,6.66133815e-16,1.93512392e+01
18273,7.77156117e-16,1.93512392e+01
18274,6.66133815e-16,1.93512392e+01
18275,9.99200722e-16,1.93512392e+01
18276,1.33226763e-15,1.93512392e+01
18277,1.11022302e-15,1.93512392e+01
18278,7.21644966e-16,1.93512392e+01
18279,9.43689571e-16,1.93512392e+01
18280,8.88178420e-16,1.93512392e+01
18281,8.88178420e-16,1.93512392e+01
18282,1.11022302e-15,1.93512392e+01
18283,8.88178420e-16,1.93512392e+01
18284,7.21644966e-16,1.93512392e+01
18285,7.77156117e-16,1.93512392e+01
18286,6.66133815e-16,1.93512392e+01
18287,9.43689571e-16,1.93512392e+01
18288,6.66133815e-16,1.93512392e+01
18289,7.77156117e-16,1.93512392e+01
18290,1.11022302e-15,1.93512392e+01
18291,7.21644966e-16,1.93512392e+01
18292,6.66133815e-16,1.93512392e+01
18293,6.10622664e-16,1.93512392e+01
18294,6.66133815e-16,1.93512392e+01
18295,8.88178420e-16,1.93512392e+01
18296,7.77156117e-16,1.93512392e+01
18297,8.88178420e-16,1.93512392e+01
18298,6.93889390e-16,1.93512392e+01
18299,8.88178420e-16,1.93512392e+01
18300,8.88178420e-16,1.93512392e+01
18301,7.77156117e-16,1.93512392e+01
18302,7.77156117e-16,1.93512392e+01
18303,1.05471187e-15,1.93512392e+01
18304,9.43689571e-16,1.93512392e+01
18305,7.77156117e-16,1.93512392e+01
18306,8.88178420e-16,1.93512392e+01
18307,8.88178420e-16,1.93512392e+01
18308,1.22124533e-15,1.93512392e+01
18309,1.33226763e-15,1.93512392e+01
18310,1.11022302e-15,1.93512392e+01
18311,8.88178420e-16,1.93512392e+01
18312,6.66133815e-16,1.93512392e+01
18313,4.99600361e-16,1.93512392e+01
18314,7.21644966e-16,1.93512392e+01
18315,6.66133815e-16,1.93512392e+01
18316,7.77156117e-16,1.93512392e+01
18317,9.99200722e-16,1.93512392e+01
18318,7.77156117e-16,1.93512392e+01
18319,9.99200722e-16,1.93512392e+01
18320,7.77156117e-16,1.93512392e+01
18321,8.88178420e-16,1.93512392e+01
18322,8.32667268e-16,1.93512392e+01
18323,1.11022302e-15,1.93512392e+01
18324,8.88178420e-16,1.93512392e+01
18325,8.32667268e-16,1.93512392e+01
18326,8.88178420e-16,1.93512392e+01
18327,9.43689571e-16,1.93512392e+01
18328,7.77156117e-16,1.93512392e+01
18329,9.99200722e-16,1.93512392e+01
18330,8.88178420e-16,1.93512392e+01
18331,1.11022302e-15,1.93512392e+01
18332,9.99200722e-16,1.93512392e+01
18333,1.33226763e-15,1.93512392e+01
18334,1.44328993e-15,1.93512392e+01
18335,1.11022302e-15,1.93512392e+01
18336,1.11022302e-15,1.93512392e+01
18337,8.88178420e-16,1.93512392e+01
18338,8.88178420e-16,1.93512392e+01
18339,1.38777878e-15,1.93512392e+01
18340,1.27675648e-15,1.93512392e+01
18341,1.16573418e-15,1.93512392e+01
18342,1.05471187e-15,1.93512392e+01
18343,1.22124533e-15,1.93512392e+01
18344,1.11022302e-15,1.93512392e+01
18345,1.11022302e-15,1.93512392e+01
18346,6.66133815e-16,1.93512392e+01
18347,6.66133815e-16,1.93512392e+01
18348,9.99200722e-16,1.93512392e+01
18349,1.27675648e-15,1.93512392e+01
18350,1.27675648e-15,1.93512392e+01
18351,1.16573418e-15,1.93512392e+01
18352,9.43689571e-16,1.93512392e+01
18353,1.22124533e-15,1.93512392e+01
18354,7.77156117e-16,1.93512392e+01
18355,7.77156117e-16,1.93512392e+01
18356,9.43689571e-16,1.93512392e+01
18357,1.11022302e-15,1.93512392e+01
18358,1.33226763e-15,1.93512392e+01
18359,1.16573418e-15,1.93512392e+01
18360,1.05471187e-15,1.93512392e+01
18361,1.60982339e-15,1.93512392e+01
18362,1.60982339e-15,1.93512392e+01
18363,9.99200722e-16,1.93512392e+01
18364,7.77156117e-16,1.93512392e+01
18365,7.77156117e-16,1.93512392e+01
18366,6.10622664e-16,1.93512392e+01
18367,7.77156117e-16,1.93512392e+01
18368,9.99200722e-16,1.93512392e+01
18369,9.99200722e-16,1.93512392e+01
18370,9.43689571e-16,1.93512392e+01
18371,8.60422844e-16,1.93512392e+01
18372,7.77156117e-16,1.93512392e+01
18373,7.77156117e-16,1.93512392e+01
18374,6.66133815e-16,1.93512392e+01
18375,8.88178420e-16,1.93512392e+01
18376,6.66133815e-16,1.93512392e+01
18377,7.77156117e-16,1.93512392e+01
18378,8.88178420e-16,1.93512392e+01
18379,9.99200722e-16,1.93512392e+01
18380,1.44328993e-15,1.93512392e+01
18381,1.22124533e-15,1.93512392e+01
18382,1.11022302e-15,1.93512392e+01
18383,9.43689571e-16,1.93512392e+01
18384,7.77156117e-16,1.93512392e+01
18385,7.49400542e-16,1.93512392e+01
18386,7.49400542e-16,1.93512392e+01
18387,8.88178420e-16,1.93512392e+01
18388,1.11022302e-15,1.93512392e+01
18389,1.11022302e-15,1.93512392e+01
18390,1.33226763e-15,1.93512392e+01
18391,9.99200722e-16,1.93512392e+01
18392,6.93889390e-16,1.93512392e+01
18393,7.21644966e-16,1.93512392e+01
18394,9.99200722e-16,1.93512392e+01
18395,8.88178420e-16,1.93512392e+01
18396,7.77156117e-16,1.93512392e+01
18397,7.21644966e-16,1.93512392e+01
18398,6.66133815e-16,1.93512392e+01
18399,9.99200722e-16,1.93512392e+01
18400,9.99200722e-16,1.93512392e+01
18401,8.88178420e-16,1.93512392e+01
18402,9.43689571e-16,1.93512392e+01
18403,5.55111512e-16,1.93512392e+01
18404,7.77156117e-16,1.93512392e+01
18405,7.77156117e-16,1.93512392e+01
18406,6.66133815e-16,1.93512392e+01
18407,6.66133815e-16,1.93512392e+01
18408,5.55111512e-16,1.93512392e+01
18409,7.77156117e-16,1.93512392e+01
18410,9.99200722e-16,1.93512392e+01
18411,1.11022302e-15,1.93512392e+01
18412,6.66133815e-16,1.93512392e+01
18413,7.77156117e-16,1.93512392e+01
18414,1.22124533e-15,1.93512392e+01
18415,1.33226763e-15,1.93512392e+01
18416,1.22124533e-15,1.93512392e+01
18417,1.22124533e-15,1.93512392e+01
18418,9.99200722e-16,1.93512392e+01
18419,7.77156117e-16,1.93512392e+01
18420,1.11022302e-15,1.93512392e+01
18421,1.11022302e-15,1.93512392e+01
18422,1.11022302e-15,1.93512392e+01
18423,1.11022302e-15,1.93512392e+01
18424,8.88178420e-16,1.93512392e+01
18425,7.77156117e-16,1.93512392e+01
18426,1.22124533e-15,1.93512392e+01
18427,1.11022302e-15,1.93512392e+01
18428,8.88178420e-16,1.93512392e+01
18429,8.88178420e-16,1.93512392e+01
18430,8.88178420e-16,1.93512392e+01
18431,7.21644966e-16,1.93512392e+01
18432,5.55111512e-16,1.93512392e+01
18433,5.27355937e-16,1.93512392e+01
18434,7.77156117e-16,1.93512392e+01
18435,5.55111512e-16,1.93512392e+01
18436,4.71844785e-16,1.93512392e+01
18437,6.66133815e-16,1.93512392e+01
18438,6.66133815e-16,1.93512392e+01
18439,5.55111512e-16,1.93512392e+01
18440,8.88178420e-16,1.93512392e+01
18441,7.77156117e-16,1.93512392e+01
18442,7.21644966e-16,1.93512392e+01
18443,1.11022302e-15,1.93512392e+01
18444,9.43689571e-16,1.93512392e+01
18445,7.77156117e-16,1.93512392e+01
18446,1.11022302e-15,1.93512392e+01
18447,1.33226763e-15,1.93512392e+01
18448,1.55431223e-15,1.93512392e+01
18449,1.22124533e-15,1.93512392e+01
18450,7.77156117e-16,1.93512392e+01
18451,6.66133815e-16,1.93512392e+01
18452,6.66133815e-16,1.93512392e+01
18453,7.77156117e-16,1.93512392e+01
18454,6.66133815e-16,1.93512392e+01
18455,6.66133815e-16,1.93512392e+01
18456,7.77156117e-16,1.93512392e+01
18457,8.32667268e-16,1.93512392e+01
18458,6.66133815e-16,1.93512392e+01
18459,5.55111512e-16,1.93512392e+01
18460,4.99600361e-16,1.93512392e+01
18461,5.55111512e-16,1.93512392e+01
18462,7.77156117e-16,1.93512392e+01
18463,6.66133815e-16,1.93512392e+01
18464,9.43689571e-16,1.93512392e+01
18465,8.32667268e-16,1.93512392e+01
18466,7.63278329e-16,1.93512392e+01
18467,7.77156117e-16,1.93512392e+01
18468,8.88178420e-16,1.93512392e+01
18469,9.99200722e-16,1.93512392e+01
18470,9.99200722e-16,1.93512392e+01
18471,9.99200722e-16,1.93512392e+01
18472,9.99200722e-16,1.93512392e+01
18473,9.43689571e-16,1.93512392e+01
18474,8.88178420e-16,1.93512392e+01
18475,1.16573418e-15,1.93512392e+01
18476,9.99200722e-16,1.93512392e+01
18477,1.44328993e-15,1.93512392e+01
18478,1.11022302e-15,1.93512392e+01
18479,1.11022302e-15,1.93512392e+01
18480,1.33226763e-15,1.93512392e+01
18481,6.66133815e-16,1.93512392e+01
18482,6.66133815e-16,1.93512392e+01
18483,6.66133815e-16,1.93512392e+01
18484,6.66133815e-16,1.93512392e+01
18485,4.99600361e-16,1.93512392e+01
18486,5.55111512e-16,1.93512392e+01
18487,8.32667268e-16,1.93512392e+01
18488,7.77156117e-16,1.93512392e+01
18489,9.43689571e-16,1.93512392e+01
18490,4.99600361e-16,1.93512392e+01
18491,5.55111512e-16,1.93512392e+01
18492,6.66133815e-16,1.93512392e+01
18493,7.77156117e-16,1.93512392e+01
18494,5.55111512e-16,1.93512392e+01
18495,7.77156117e-16,1.93512392e+01
18496,6.38378239e-16,1.93512392e+01
18497,8.32667268e-16,1.93512392e+01
18498,6.66133815e-16,1.93512392e+01
18499,6.66133815e-16,1.93512392e+01
18500,7.77156117e-16,1.93512392e+01
18501,9.99200722e-16,1.93512392e+01
18502,9.99200722e-16,1.93512392e+01
18503,8.88178420e-16,1.93512392e+01
18504,1.11022302e-15,1.93512392e+01
18505,8.88178420e-16,1.93512392e+01
18506,7.21644966e-16,1.93512392e+01
18507,7.21644966e-16,1.93512392e+01
18508,6.10622664e-16,1.93512392e+01
18509,6.66133815e-16,1.93512392e+01
18510,1.05471187e-15,1.93512392e+01
18511,7.21644966e-16,1.93512392e+01
18512,9.71445147e-16,1.93512392e+01
18513,7.35522754e-16,1.93512392e+01
18514,1.11022302e-15,1.93512392e+01
18515,8.88178420e-16,1.93512392e+01
18516,7.21644966e-16,1.93512392e+01
18517,8.88178420e-16,1.93512392e+01
18518,6.66133815e-16,1.93512392e+01
18519,7.77156117e-16,1.93512392e+01
18520,9.99200722e-16,1.93512392e+01
18521,1.22124533e-15,1.93512392e+01
18522,8.88178420e-16,1.93512392e+01
18523,7.77156117e-16,1.93512392e+01
18524,7.77156117e-16,1.93512392e+01
18525,9.99200722e-16,1.93512392e+01
18526,7.77156117e-16,1.93512392e+01
18527,7.21644966e-16,1.93512392e+01
18528,1.11022302e-15,1.93512392e+01
18529,7.77156117e-16,1.93512392e+01
18530,6.66133815e-16,1.93512392e+01
18531,6.66133815e-16,1.93512392e+01
18532,8.88178420e-16,1.93512392e+01
18533,9.99200722e-16,1.93512392e+01
18534,6.66133815e-16,1.93512392e+01
18535,5.55111512e-16,1.93512392e+01
18536,6.10622664e-16,1.93512392e+01
18537,7.21644966e-16,1.93512392e+01
18538,6.66133815e-16,1.93512392e+01
18539,7.77156117e-16,1.93512392e+01
18540,9.99200722e-16,1.93512392e+01
18541,6.66133815e-16,1.93512392e+01
18542,7.77156117e-16,1.93512392e+01
18543,8.88178420e-16,1.93512392e+01
18544,7.77156117e-16,1.93512392e+01
18545,8.88178420e-16,1.93512392e+01
18546,1.11022302e-15,1.93512392e+01
18547,8.88178420e-16,1.93512392e+01
18548,7.77156117e-16,1.93512392e+01
18549,6.66133815e-16,1.93512392e+01
18550,6.66133815e-16,1.93512392e+01
18551,1.11022302e-15,1.93512392e+01
18552,1.33226763e-15,1.93512392e+01
18553,1.11022302e-15,1.93512392e+01
18554,8.88178420e-16,1.93512392e+01
18555,8.88178420e-16,1.93512392e+01
18556,7.77156117e-16,1.93512392e+01
18557,4.44089210e-16,1.93512392e+01
18558,4.44089210e-16,1.93512392e+01
18559,5.55111512e-16,1.93512392e+01
18560,4.99600361e-16,1.93512392e+01
18561,1.33226763e-15,1.93512392e+01
18562,1.77635684e-15,1.93512392e+01
18563,1.22124533e-15,1.93512392e+01
18564,1.11022302e-15,1.93512392e+01
18565,1.05471187e-15,1.93512392e+01
18566,8.32667268e-16,1.93512392e+01
18567,9.99200722e-16,1.93512392e+01
18568,1.22124533e-15,1.93512392e+01
18569,7.77156117e-16,1.93512392e+01
18570,6.66133815e-16,1.93512392e+01
18571,7.77156117e-16,1.93512392e+01
18572,8.88178420e-16,1.93512392e+01
18573,9.99200722e-16,1.93512392e+01
18574,1.22124533e-15,1.93512392e+01
18575,9.99200722e-16,1.93512392e+01
18576,1.22124533e-15,1.93512392e+01
18577,9.99200722e-16,1.93512392e+01
18578,8.88178420e-16,1.93512392e+01
