rho,z,V_numerical,V_analytical,epsilon
0.08750000,-0.31250000,0.00752131,0.02143610,4.00000000
0.08750000,-0.30000000,0.00784850,0.02187348,4.00000000
0.08750000,-0.28750000,0.00819216,0.02232888,4.00000000
0.08750000,-0.27500000,0.00855344,0.02280342,4.00000000
0.08750000,-0.26250000,0.00893359,0.02329831,4.00000000
0.08750000,-0.25000000,0.00933400,0.02381489,4.00000000
0.08750000,-0.23750000,0.00975615,0.02435459,4.00000000
0.08750000,-0.22500000,0.01020171,0.02491896,4.00000000
0.08750000,-0.21250000,0.01067247,0.02550973,4.00000000
0.08750000,-0.20000000,0.01117043,0.02612874,4.00000000
0.08750000,-0.18750000,0.01169780,0.02677806,4.00000000
0.08750000,-0.17500000,0.01225699,0.02745990,4.00000000
0.08750000,-0.16250000,0.01285071,0.02817674,4.00000000
0.08750000,-0.15000000,0.01348196,0.02893129,4.00000000
0.08750000,-0.13750000,0.01415406,0.02972653,4.00000000
0.08750000,-0.12500000,0.01487073,0.03056577,4.00000000
0.08750000,-0.11250000,0.01563613,0.03145269,4.00000000
0.08750000,-0.10000000,0.01645492,0.03239135,4.00000000
0.08750000,-0.08750000,0.01733231,0.03338629,4.00000000
0.08750000,-0.07500000,0.01827416,0.03444259,4.00000000
0.08750000,-0.06250000,0.01928704,0.03556591,4.00000000
0.08750000,-0.05000000,0.02037834,0.03676261,4.00000000
0.08750000,-0.03750000,0.02155638,0.03803987,4.00000000
0.08750000,-0.02500000,0.02283058,0.03940577,4.00000000
0.08750000,-0.01250000,0.02421172,0.04086946,4.00000000
0.08750000,0.00000000,0.02571237,0.08488264,2.00000000
0.08750000,0.01250000,0.02884801,0.09153000,2.00000000
0.08750000,0.02500000,0.03215048,0.09846954,2.00000000
0.08750000,0.03750000,0.03565572,0.10575787,2.00000000
0.08750000,0.05000000,0.03940383,0.11345711,2.00000000
0.08750000,0.06250000,0.04343997,0.12163614,2.00000000
0.08750000,0.07500000,0.04781546,0.13037202,2.00000000
0.08750000,0.08750000,0.05258916,0.13975146,2.00000000
0.08750000,0.10000000,0.05782900,0.14987236,2.00000000
0.08750000,0.11250000,0.06361360,0.16084535,2.00000000
0.08750000,0.12500000,0.07003398,0.17279496,2.00000000
0.08750000,0.13750000,0.07719493,0.18586013,2.00000000
0.08750000,0.15000000,0.08521567,0.20019318,2.00000000
0.08750000,0.16250000,0.09422882,0.21595580,2.00000000
0.08750000,0.17500000,0.10437604,0.23330972,2.00000000
0.08750000,0.18750000,0.11579752,0.25239818,2.00000000
0.08750000,0.20000000,0.12861068,0.27331201,2.00000000
0.08750000,0.21250000,0.14287140,0.29603181,2.00000000
0.08750000,0.22500000,0.15850886,0.32033658,2.00000000
0.08750000,0.23750000,0.17522598,0.34567314,2.00000000
0.08750000,0.25000000,0.19236739,0.37099993,2.00000000
0.08750000,0.26250000,0.20878667,0.39466304,2.00000000
0.08750000,0.27500000,0.22280682,0.41442884,2.00000000
0.08750000,0.28750000,0.23243700,0.42782928,2.00000000
0.08750000,0.30000000,0.23595963,0.43285493,2.00000000
0.08750000,0.31250000,0.23268203,0.42872206,2.00000000
0.08750000,0.32500000,0.22329781,0.41621655,2.00000000
0.08750000,0.33750000,0.20952553,0.39735003,2.00000000
0.08750000,0.35000000,0.19335698,0.37459275,2.00000000
0.08750000,0.36250000,0.17647017,0.35018059,2.00000000
0.08750000,0.37500000,0.16001256,0.32576982,2.00000000
0.08750000,0.38750000,0.14464059,0.30240441,2.00000000
0.08750000,0.40000000,0.13065247,0.28064005,2.00000000
0.08750000,0.41250000,0.11812024,0.26070043,2.00000000
0.08750000,0.42500000,0.10698932,0.24260774,2.00000000
0.08750000,0.43750000,0.09714366,0.22627418,2.00000000
0.08750000,0.45000000,0.08844460,0.21155972,2.00000000
0.08750000,0.46250000,0.08075210,0.19830608,2.00000000
0.08750000,0.47500000,0.07393536,0.18635533,2.00000000
0.08750000,0.48750000,0.06787714,0.17555925,2.00000000
0.08750000,0.50000000,0.06247489,0.16578335,2.00000000
0.08750000,0.51250000,0.05764007,0.15690801,2.00000000
0.08750000,0.52500000,0.05329688,0.14882802,2.00000000
0.08750000,0.53750000,0.04938062,0.14145146,2.00000000
0.08750000,0.55000000,0.04583614,0.13469832,2.00000000
0.08750000,0.56250000,0.04261644,0.12849899,2.00000000
0.08750000,0.57500000,0.03968136,0.12279293,2.00000000
0.08750000,0.58750000,0.03699650,0.11752744,2.00000000
0.08750000,0.60000000,0.03453236,0.11265654,2.00000000
0.08750000,0.61250000,0.03226349,0.10814005,2.00000000
0.08750000,0.62500000,0.03016792,0.10394276,2.00000000
0.08750000,0.63750000,0.02822656,0.10003374,2.00000000
0.08750000,0.65000000,0.02642283,0.09638572,2.00000000
0.08750000,0.66250000,0.02474221,0.09297466,2.00000000
0.08750000,0.67500000,0.02317198,0.08977922,2.00000000
0.08750000,0.68750000,0.02170094,0.08678049,2.00000000
0.08750000,0.70000000,0.02031921,0.08396161,2.00000000
0.08750000,0.71250000,0.01901800,0.08130753,2.00000000
0.08750000,0.72500000,0.01778953,0.07880478,2.00000000
0.08750000,0.73750000,0.01662682,0.07644127,2.00000000
0.08750000,0.75000000,0.01552363,0.07420614,2.00000000
0.08750000,0.76250000,0.01447436,0.07208960,2.00000000
0.08750000,0.77500000,0.01347394,0.07008278,2.00000000
0.08750000,0.78750000,0.01251778,0.06817767,2.00000000
0.08750000,0.80000000,0.01160171,0.06636701,2.00000000
0.08750000,0.81250000,0.01072193,0.06464417,2.00000000
0.08750000,0.82500000,0.00987495,0.06300313,2.00000000
0.08750000,0.83750000,0.00905756,0.06143840,2.00000000
0.08750000,0.85000000,0.00826680,0.05994495,2.00000000
0.08750000,0.86250000,0.00749993,0.05851817,2.00000000
0.08750000,0.87500000,0.00675437,0.05715383,2.00000000
0.08750000,0.88750000,0.00602774,0.05584806,2.00000000
0.08750000,0.90000000,0.00531778,0.05459728,2.00000000
0.08750000,0.91250000,0.00462234,0.05339820,2.00000000
0.08750000,0.92500000,0.00393941,0.05224776,2.00000000
0.08750000,0.93750000,0.00326703,0.05114316,2.00000000
0.08750000,0.95000000,0.00260335,0.05008180,2.00000000
0.08750000,0.96250000,0.00194655,0.04906126,2.00000000
0.08750000,0.97500000,0.00129487,0.04807929,2.00000000
0.08750000,0.98750000,0.00064659,0.04713382,2.00000000
0.08750000,1.00000000,0.00000000,0.04622291,2.00000000
0.10000000,-1.00000000,0.00000000,0.01017219,4.00000000
0.10000000,-0.98750000,0.00007346,0.01027036,4.00000000
0.10000000,-0.97500000,0.00014702,0.01037044,4.00000000
0.10000000,-0.96250000,0.00022076,0.01047248,4.00000000
0.10000000,-0.95000000,0.00029477,0.01057654,4.00000000
0.10000000,-0.93750000,0.00036916,0.01068268,4.00000000
0.10000000,-0.92500000,0.00044401,0.01079097,4.00000000
0.10000000,-0.91250000,0.00051942,0.01090147,4.00000000
0.10000000,-0.90000000,0.00059549,0.01101425,4.00000000
0.10000000,-0.88750000,0.00067230,0.01112938,4.00000000
0.10000000,-0.87500000,0.00074997,0.01124693,4.00000000
0.10000000,-0.86250000,0.00082859,0.01136698,4.00000000
0.10000000,-0.85000000,0.00090826,0.01148961,4.00000000
0.10000000,-0.83750000,0.00098909,0.01161491,4.00000000
0.10000000,-0.82500000,0.00107119,0.01174295,4.00000000
0.10000000,-0.81250000,0.00115466,0.01187385,4.00000000
0.10000000,-0.80000000,0.00123962,0.01200768,4.00000000
0.10000000,-0.78750000,0.00132618,0.01214454,4.00000000
0.10000000,-0.77500000,0.00141446,0.01228456,4.00000000
0.10000000,-0.76250000,0.00150458,0.01242782,4.00000000
0.10000000,-0.75000000,0.00159667,0.01257445,4.00000000
0.10000000,-0.73750000,0.00169086,0.01272456,4.00000000
0.10000000,-0.72500000,0.00178728,0.01287828,4.00000000
0.10000000,-0.71250000,0.00188609,0.01303575,4.00000000
0.10000000,-0.70000000,0.00198741,0.01319709,4.00000000
0.10000000,-0.68750000,0.00209140,0.01336246,4.00000000
0.10000000,-0.67500000,0.00219823,0.01353200,4.00000000
0.10000000,-0.66250000,0.00230805,0.01370587,4.00000000
0.10000000,-0.65000000,0.00242104,0.01388425,4.00000000
0.10000000,-0.63750000,0.00253738,0.01406731,4.00000000
0.10000000,-0.62500000,0.00265725,0.01425522,4.00000000
0.10000000,-0.61250000,0.00278085,0.01444820,4.00000000
0.10000000,-0.60000000,0.00290839,0.01464644,4.00000000
0.10000000,-0.58750000,0.00304009,0.01485016,4.00000000
0.10000000,-0.57500000,0.00317618,0.01505958,4.00000000
0.10000000,-0.56250000,0.00331689,0.01527496,4.00000000
0.10000000,-0.55000000,0.00346249,0.01549655,4.00000000
0.10000000,-0.53750000,0.00361323,0.01572462,4.00000000
0.10000000,-0.52500000,0.00376941,0.01595944,4.00000000
0.10000000,-0.51250000,0.00393133,0.01620134,4.00000000
0.10000000,-0.50000000,0.00409930,0.01645062,4.00000000
0.10000000,-0.48750000,0.00427366,0.01670763,4.00000000
0.10000000,-0.47500000,0.00445478,0.01697273,4.00000000
0.10000000,-0.46250000,0.00464303,0.01724630,4.00000000
0.10000000,-0.45000000,0.00483882,0.01752876,4.00000000
0.10000000,-0.43750000,0.00504259,0.01782054,4.00000000
0.10000000,-0.42500000,0.00525480,0.01812210,4.00000000
0.10000000,-0.41250000,0.00547595,0.01843394,4.00000000
0.10000000,-0.40000000,0.00570656,0.01875659,4.00000000
0.10000000,-0.38750000,0.00594722,0.01909061,4.00000000
0.10000000,-0.37500000,0.00619853,0.01943662,4.00000000
0.10000000,-0.36250000,0.00646115,0.01979525,4.00000000
0.10000000,-0.35000000,0.00673578,0.02016721,4.00000000
0.10000000,-0.33750000,0.00702320,0.02055324,4.00000000
0.10000000,-0.32500000,0.00732423,0.02095414,4.00000000
0.10000000,-0.31250000,0.00763976,0.02137078,4.00000000
0.10000000,-0.30000000,0.00797075,0.02180409,4.00000000
0.10000000,-0.28750000,0.00831826,0.02225508,4.00000000
0.10000000,-0.27500000,0.00868343,0.02272483,4.00000000
0.10000000,-0.26250000,0.00906750,0.02321452,4.00000000
0.10000000,-0.25000000,0.00947182,0.02372542,4.00000000
0.10000000,-0.23750000,0.00989788,0.02425892,4.00000000
0.10000000,-0.22500000,0.01034729,0.02481651,4.00000000
0.10000000,-0.21250000,0.01082183,0.02539985,4.00000000
0.10000000,-0.20000000,0.01132345,0.02601071,4.00000000
0.10000000,-0.18750000,0.01185429,0.02665104,4.00000000
0.10000000,-0.17500000,0.01241674,0.02732299,4.00000000
0.10000000,-0.16250000,0.01301339,0.02802888,4.00000000
0.10000000,-0.15000000,0.01364717,0.02877130,4.00000000
0.10000000,-0.13750000,0.01432127,0.02955306,4.00000000
0.10000000,-0.12500000,0.01503928,0.03037729,4.00000000
0.10000000,-0.11250000,0.01580518,0.03124742,4.00000000
0.10000000,-0.10000000,0.01662340,0.03216729,4.00000000
0.10000000,-0.08750000,0.01749890,0.03314110,4.00000000
0.10000000,-0.07500000,0.01843722,0.03417357,4.00000000
0.10000000,-0.06250000,0.01944457,0.03526993,4.00000000
0.10000000,-0.05000000,0.02052791,0.03643602,4.00000000
0.10000000,-0.03750000,0.02169508,0.03767838,4.00000000
0.10000000,-0.02500000,0.02295493,0.03900435,4.00000000
0.10000000,-0.01250000,0.02431758,0.04042214,4.00000000
0.10000000,0.00000000,0.02579468,0.08388202,2.00000000
0.10000000,0.01250000,0.02887683,0.09029207,2.00000000
0.10000000,0.02500000,0.03211607,0.09697090,2.00000000
0.10000000,0.03750000,0.03554431,0.10396766,2.00000000
0.10000000,0.05000000,0.03919674,0.11133563,2.00000000
0.10000000,0.06250000,0.04311245,0.11913305,2.00000000
0.10000000,0.07500000,0.04733517,0.12742379,2.00000000
0.10000000,0.08750000,0.05191400,0.13627816,2.00000000
0.10000000,0.10000000,0.05690421,0.14577335,2.00000000
0.10000000,0.11250000,0.06236783,0.15599369,2.00000000
0.10000000,0.12500000,0.06837399,0.16703013,2.00000000
0.10000000,0.13750000,0.07499863,0.17897868,2.00000000
0.10000000,0.15000000,0.08232299,0.19193690,2.00000000
0.10000000,0.16250000,0.09043017,0.20599720,2.00000000
0.10000000,0.17500000,0.09939824,0.22123527,2.00000000
0.10000000,0.18750000,0.10928805,0.23769093,2.00000000
0.10000000,0.20000000,0.12012312,0.25533814,2.00000000
0.10000000,0.21250000,0.13185822,0.27404090,2.00000000
0.10000000,0.22500000,0.14433441,0.29349337,2.00000000
0.10000000,0.23750000,0.15722099,0.31314889,2.00000000
0.10000000,0.25000000,0.16995425,0.33215585,2.00000000
0.10000000,0.26250000,0.18169932,0.34933903,2.00000000
0.10000000,0.27500000,0.19138432,0.36328261,2.00000000
0.10000000,0.28750000,0.19786422,0.37255974,2.00000000
0.10000000,0.30000000,0.20022456,0.37608326,2.00000000
0.10000000,0.31250000,0.19811158,0.37344404,2.00000000
0.10000000,0.32500000,0.19187997,0.36505329,2.00000000
0.10000000,0.33750000,0.18244515,0.35200030,2.00000000
0.10000000,0.35000000,0.17095309,0.33571406,2.00000000
0.10000000,0.36250000,0.15847668,0.31761255,2.00000000
0.10000000,0.37500000,0.14585179,0.29887327,2.00000000
0.10000000,0.38750000,0.13364321,0.28035014,2.00000000
0.10000000,0.40000000,0.12218274,0.26259226,2.00000000
0.10000000,0.41250000,0.11163055,0.24590803,2.00000000
0.10000000,0.42500000,0.10203311,0.23043616,2.00000000
0.10000000,0.43750000,0.09336828,0.21620555,2.00000000
0.10000000,0.45000000,0.08557667,0.20317944,2.00000000
0.10000000,0.46250000,0.07858182,0.19128544,2.00000000
0.10000000,0.47500000,0.07230241,0.18043469,2.00000000
0.10000000,0.48750000,0.06665913,0.17053348,2.00000000
0.10000000,0.50000000,0.06157819,0.16149002,2.00000000
0.10000000,0.51250000,0.05699287,0.15321792,2.00000000
0.10000000,0.52500000,0.05284385,0.14563792,2.00000000
0.10000000,0.53750000,0.04907894,0.13867836,2.00000000
0.10000000,0.55000000,0.04565252,0.13227510,2.00000000
0.10000000,0.56250000,0.04252484,0.12637108,2.00000000
0.10000000,0.57500000,0.03966133,0.12091566,2.00000000
0.10000000,0.58750000,0.03703193,0.11586405,2.00000000
0.10000000,0.60000000,0.03461045,0.11117659,2.00000000
0.10000000,0.61250000,0.03237408,0.10681821,2.00000000
0.10000000,0.62500000,0.03030289,0.10275782,2.00000000
0.10000000,0.63750000,0.02837941,0.09896785,2.00000000
0.10000000,0.65000000,0.02658832,0.09542381,2.00000000
0.10000000,0.66250000,0.02491614,0.09210391,2.00000000
0.10000000,0.67500000,0.02335095,0.08898871,2.00000000
0.10000000,0.68750000,0.02188220,0.08606085,2.00000000
0.10000000,0.70000000,0.02050054,0.08330477,2.00000000
0.10000000,0.71250000,0.01919760,0.08070652,2.00000000
0.10000000,0.72500000,0.01796594,0.07825357,2.00000000
0.10000000,0.73750000,0.01679887,0.07593461,2.00000000
0.10000000,0.75000000,0.01569037,0.07373944,2.00000000
0.10000000,0.76250000,0.01463502,0.07165883,2.00000000
0.10000000,0.77500000,0.01362789,0.06968441,2.00000000
0.10000000,0.78750000,0.01266453,0.06780859,2.00000000
0.10000000,0.80000000,0.01174087,0.06602445,2.00000000
0.10000000,0.81250000,0.01085318,0.06432570,2.00000000
0.10000000,0.82500000,0.00999804,0.06270659,2.00000000
0.10000000,0.83750000,0.00917229,0.06116184,2.00000000
0.10000000,0.85000000,0.00837303,0.05968664,2.00000000
0.10000000,0.86250000,0.00759753,0.05827657,2.00000000
0.10000000,0.87500000,0.00684326,0.05692756,2.00000000
0.10000000,0.88750000,0.00610785,0.05563586,2.00000000
0.10000000,0.90000000,0.00538906,0.05439803,2.00000000
0.10000000,0.91250000,0.00468476,0.05321087,2.00000000
0.10000000,0.92500000,0.00399294,0.05207145,2.00000000
0.10000000,0.93750000,0.00331166,0.05097703,2.00000000
0.10000000,0.95000000,0.00263906,0.04992509,2.00000000
0.10000000,0.96250000,0.00197334,0.04891328,2.00000000
0.10000000,0.97500000,0.00131273,0.04793942,2.00000000
0.10000000,0.98750000,0.00065552,0.04700149,2.00000000
0.10000000,1.00000000,0.00000000,0.04609758,2.00000000
0.11250000,-1.00000000,0.00000000,0.01016425,4.00000000
0.11250000,-0.98750000,0.00007455,0.01026219,4.00000000
0.11250000,-0.97500000,0.00014919,0.01036203,4.00000000
0.11250000,-0.96250000,0.00022402,0.01046382,4.00000000
0.11250000,-0.95000000,0.00029913,0.01056762,4.00000000
0.11250000,-0.93750000,0.00037462,0.01067349,4.00000000
0.11250000,-0.92500000,0.00045057,0.01078150,4.00000000
0.11250000,-0.91250000,0.00052709,0.01089170,4.00000000
0.11250000,-0.90000000,0.00060428,0.01100417,4.00000000
0.11250000,-0.88750000,0.00068222,0.01111898,4.00000000
0.11250000,-0.87500000,0.00076103,0.01123620,4.00000000
0.11250000,-0.86250000,0.00084080,0.01135591,4.00000000
0.11250000,-0.85000000,0.00092163,0.01147817,4.00000000
0.11250000,-0.83750000,0.00100364,0.01160309,4.00000000
0.11250000,-0.82500000,0.00108693,0.01173075,4.00000000
0.11250000,-0.81250000,0.00117160,0.01186123,4.00000000
0.11250000,-0.80000000,0.00125778,0.01199463,4.00000000
0.11250000,-0.78750000,0.00134558,0.01213104,4.00000000
0.11250000,-0.77500000,0.00143512,0.01227058,4.00000000
0.11250000,-0.76250000,0.00152653,0.01241335,4.00000000
0.11250000,-0.75000000,0.00161992,0.01255946,4.00000000
0.11250000,-0.73750000,0.00171544,0.01270903,4.00000000
0.11250000,-0.72500000,0.00181322,0.01286219,4.00000000
0.11250000,-0.71250000,0.00191340,0.01301905,4.00000000
0.11250000,-0.70000000,0.00201613,0.01317977,4.00000000
0.11250000,-0.68750000,0.00212156,0.01334448,4.00000000
0.11250000,-0.67500000,0.00222984,0.01351333,4.00000000
0.11250000,-0.66250000,0.00234116,0.01368648,4.00000000
0.11250000,-0.65000000,0.00245567,0.01386409,4.00000000
0.11250000,-0.63750000,0.00257357,0.01404633,4.00000000
0.11250000,-0.62500000,0.00269503,0.01423340,4.00000000
0.11250000,-0.61250000,0.00282026,0.01442548,4.00000000
0.11250000,-0.60000000,0.00294947,0.01462277,4.00000000
0.11250000,-0.58750000,0.00308287,0.01482549,4.00000000
0.11250000,-0.57500000,0.00322070,0.01503386,4.00000000
0.11250000,-0.56250000,0.00336319,0.01524813,4.00000000
0.11250000,-0.55000000,0.00351061,0.01546853,4.00000000
0.11250000,-0.53750000,0.00366321,0.01569534,4.00000000
0.11250000,-0.52500000,0.00382130,0.01592884,4.00000000
0.11250000,-0.51250000,0.00398516,0.01616932,4.00000000
0.11250000,-0.50000000,0.00415512,0.01641711,4.00000000
0.11250000,-0.48750000,0.00433151,0.01667252,4.00000000
0.11250000,-0.47500000,0.00451470,0.01693593,4.00000000
0.11250000,-0.46250000,0.00470507,0.01720770,4.00000000
0.11250000,-0.45000000,0.00490302,0.01748823,4.00000000
0.11250000,-0.43750000,0.00510898,0.01777796,4.00000000
0.11250000,-0.42500000,0.00532343,0.01807733,4.00000000
0.11250000,-0.41250000,0.00554686,0.01838683,4.00000000
0.11250000,-0.40000000,0.00577978,0.01870697,4.00000000
0.11250000,-0.38750000,0.00602278,0.01903830,4.00000000
0.11250000,-0.37500000,0.00627646,0.01938142,4.00000000
0.11250000,-0.36250000,0.00654147,0.01973695,4.00000000
0.11250000,-0.35000000,0.00681851,0.02010556,4.00000000
0.11250000,-0.33750000,0.00710834,0.02048800,4.00000000
0.11250000,-0.32500000,0.00741178,0.02088502,4.00000000
0.11250000,-0.31250000,0.00772970,0.02129747,4.00000000
0.11250000,-0.30000000,0.00806307,0.02172625,4.00000000
0.11250000,-0.28750000,0.00841291,0.02217232,4.00000000
0.11250000,-0.27500000,0.00878034,0.02263674,4.00000000
0.11250000,-0.26250000,0.00916659,0.02312063,4.00000000
0.11250000,-0.25000000,0.00957298,0.02362522,4.00000000
0.11250000,-0.23750000,0.01000095,0.02415184,4.00000000
0.11250000,-0.22500000,0.01045209,0.02470192,4.00000000
0.11250000,-0.21250000,0.01092813,0.02527702,4.00000000
0.11250000,-0.20000000,0.01143095,0.02587885,4.00000000
0.11250000,-0.18750000,0.01196264,0.02650926,4.00000000
0.11250000,-0.17500000,0.01252549,0.02717027,4.00000000
0.11250000,-0.16250000,0.01312201,0.02786409,4.00000000
0.11250000,-0.15000000,0.01375498,0.02859314,4.00000000
0.11250000,-0.13750000,0.01442749,0.02936008,4.00000000
0.11250000,-0.12500000,0.01514293,0.03016783,4.00000000
0.11250000,-0.11250000,0.01590509,0.03101958,4.00000000
0.11250000,-0.10000000,0.01671814,0.03191889,4.00000000
0.11250000,-0.08750000,0.01758676,0.03286964,4.00000000
0.11250000,-0.07500000,0.01851613,0.03387618,4.00000000
0.11250000,-0.06250000,0.01951205,0.03494326,4.00000000
0.11250000,-0.05000000,0.02058099,0.03607620,4.00000000
0.11250000,-0.03750000,0.02173021,0.03728090,4.00000000
0.11250000,-0.02500000,0.02296789,0.03856390,4.00000000
0.11250000,-0.01250000,0.02430328,0.03993250,4.00000000
0.11250000,0.00000000,0.02574690,0.08278968,2.00000000
0.11250000,0.01250000,0.02875439,0.08894740,2.00000000
0.11250000,0.02500000,0.03190783,0.09535008,2.00000000
0.11250000,0.03750000,0.03523502,0.10203955,2.00000000
0.11250000,0.05000000,0.03876622,0.10906061,2.00000000
0.11250000,0.06250000,0.04253452,0.11646131,2.00000000
0.11250000,0.07500000,0.04657621,0.12429328,2.00000000
0.11250000,0.08750000,0.05093110,0.13261179,2.00000000
0.11250000,0.10000000,0.05564266,0.14147556,2.00000000
0.11250000,0.11250000,0.06075799,0.15094607,2.00000000
0.11250000,0.12500000,0.06632720,0.16108605,2.00000000
0.11250000,0.13750000,0.07240214,0.17195677,2.00000000
0.11250000,0.15000000,0.07903387,0.18361345,2.00000000
0.11250000,0.16250000,0.08626819,0.19609796,2.00000000
0.11250000,0.17500000,0.09413852,0.20942761,2.00000000
0.11250000,0.18750000,0.10265475,0.22357860,2.00000000
0.11250000,0.20000000,0.11178699,0.23846312,2.00000000
0.11250000,0.21250000,0.12144323,0.25389922,2.00000000
0.11250000,0.22500000,0.13144130,0.26957568,2.00000000
0.11250000,0.23750000,0.14147855,0.28501805,2.00000000
0.11250000,0.25000000,0.15110798,0.29956950,2.00000000
0.11250000,0.26250000,0.15973755,0.31240745,2.00000000
0.11250000,0.27500000,0.16667499,0.32261881,2.00000000
0.11250000,0.28750000,0.17123574,0.32934215,2.00000000
0.11250000,0.30000000,0.17290339,0.33195141,2.00000000
0.11250000,0.31250000,0.17148428,0.33021700,2.00000000
0.11250000,0.32500000,0.16717298,0.32437053,2.00000000
0.11250000,0.33750000,0.16048686,0.31504008,2.00000000
0.11250000,0.35000000,0.15211138,0.30308916,2.00000000
0.11250000,0.36250000,0.14273980,0.28943295,2.00000000
0.11250000,0.37500000,0.13296517,0.27489618,2.00000000
0.11250000,0.38750000,0.12323552,0.26013794,2.00000000
0.11250000,0.40000000,0.11385461,0.24563501,2.00000000
0.11250000,0.41250000,0.10500576,0.23170104,2.00000000
0.11250000,0.42500000,0.09678222,0.21852055,2.00000000
0.11250000,0.43750000,0.08921521,0.20618409,2.00000000
0.11250000,0.45000000,0.08229626,0.19471836,2.00000000
0.11250000,0.46250000,0.07599352,0.18410915,2.00000000
0.11250000,0.47500000,0.07026287,0.17431795,2.00000000
0.11250000,0.48750000,0.06505513,0.16529313,2.00000000
0.11250000,0.50000000,0.06032051,0.15697734,2.00000000
0.11250000,0.51250000,0.05601118,0.14931211,2.00000000
0.11250000,0.52500000,0.05208261,0.14224061,2.00000000
0.11250000,0.53750000,0.04849418,0.13570923,2.00000000
0.11250000,0.55000000,0.04520932,0.12966828,2.00000000
0.11250000,0.56250000,0.04219538,0.12407233,2.00000000
0.11250000,0.57500000,0.03942333,0.11888011,2.00000000
0.11250000,0.58750000,0.03686749,0.11405441,2.00000000
0.11250000,0.60000000,0.03450514,0.10956174,2.00000000
0.11250000,0.61250000,0.03231621,0.10537203,2.00000000
0.11250000,0.62500000,0.03028296,0.10145830,2.00000000
0.11250000,0.63750000,0.02838967,0.09779636,2.00000000
0.11250000,0.65000000,0.02662244,0.09436452,2.00000000
0.11250000,0.66250000,0.02496891,0.09114330,2.00000000
0.11250000,0.67500000,0.02341809,0.08811520,2.00000000
0.11250000,0.68750000,0.02196018,0.08526446,2.00000000
0.11250000,0.70000000,0.02058643,0.08257689,2.00000000
0.11250000,0.71250000,0.01928899,0.08003969,2.00000000
0.11250000,0.72500000,0.01806082,0.07764129,2.00000000
0.11250000,0.73750000,0.01689556,0.07537122,2.00000000
0.11250000,0.75000000,0.01578748,0.07321997,2.00000000
0.11250000,0.76250000,0.01473138,0.07117892,2.00000000
0.11250000,0.77500000,0.01372254,0.06924023,2.00000000
0.11250000,0.78750000,0.01275666,0.06739674,2.00000000
0.11250000,0.80000000,0.01182980,0.06564193,2.00000000
0.11250000,0.81250000,0.01093835,0.06396984,2.00000000
0.11250000,0.82500000,0.01007897,0.06237501,2.00000000
0.11250000,0.83750000,0.00924860,0.06085243,2.00000000
0.11250000,0.85000000,0.00844439,0.05939750,2.00000000
0.11250000,0.86250000,0.00766366,0.05800599,2.00000000
0.11250000,0.87500000,0.00690394,0.05667401,2.00000000
0.11250000,0.88750000,0.00616289,0.05539798,2.00000000
0.11250000,0.90000000,0.00543831,0.05417456,2.00000000
0.11250000,0.91250000,0.00472809,0.05300070,2.00000000
0.11250000,0.92500000,0.00403025,0.05187356,2.00000000
0.11250000,0.93750000,0.00334286,0.05079050,2.00000000
0.11250000,0.95000000,0.00266410,0.04974908,2.00000000
0.11250000,0.96250000,0.00199215,0.04874702,2.00000000
0.11250000,0.97500000,0.00132530,0.04778222,2.00000000
0.11250000,0.98750000,0.00066181,0.04685271,2.00000000
0.11250000,1.00000000,0.00000000,0.04595664,2.00000000
0.12500000,-1.00000000,0.00000000,0.01015540,4.00000000
0.12500000,-0.98750000,0.00007543,0.01025308,4.00000000
0.12500000,-0.97500000,0.00015096,0.01035265,4.00000000
0.12500000,-0.96250000,0.00022668,0.01045416,4.00000000
0.12500000,-0.95000000,0.00030268,0.01055767,4.00000000
0.12500000,-0.93750000,0.00037906,0.01066324,4.00000000
0.12500000,-0.92500000,0.00045591,0.01077094,4.00000000
0.12500000,-0.91250000,0.00053333,0.01088082,4.00000000
0.12500000,-0.90000000,0.00061142,0.01099295,4.00000000
0.12500000,-0.88750000,0.00069028,0.01110740,4.00000000
0.12500000,-0.87500000,0.00077001,0.01122425,4.00000000
0.12500000,-0.86250000,0.00085071,0.01134357,4.00000000
0.12500000,-0.85000000,0.00093248,0.01146544,4.00000000
0.12500000,-0.83750000,0.00101544,0.01158993,4.00000000
0.12500000,-0.82500000,0.00109969,0.01171715,4.00000000
0.12500000,-0.81250000,0.00118534,0.01184717,4.00000000
0.12500000,-0.80000000,0.00127250,0.01198009,4.00000000
0.12500000,-0.78750000,0.00136130,0.01211601,4.00000000
0.12500000,-0.77500000,0.00145185,0.01225502,4.00000000
0.12500000,-0.76250000,0.00154428,0.01239724,4.00000000
0.12500000,-0.75000000,0.00163872,0.01254278,4.00000000
0.12500000,-0.73750000,0.00173530,0.01269175,4.00000000
0.12500000,-0.72500000,0.00183415,0.01284427,4.00000000
0.12500000,-0.71250000,0.00193542,0.01300047,4.00000000
0.12500000,-0.70000000,0.00203926,0.01316049,4.00000000
0.12500000,-0.68750000,0.00214582,0.01332447,4.00000000
0.12500000,-0.67500000,0.00225526,0.01349255,4.00000000
0.12500000,-0.66250000,0.00236775,0.01366489,4.00000000
0.12500000,-0.65000000,0.00248346,0.01384165,4.00000000
0.12500000,-0.63750000,0.00260257,0.01402301,4.00000000
