rho,z,V,E_magnitud,epsilon,capa
0.00000000,-2.00000000,0.00000000,0.05518650,3.00000000,0
0.00000000,-1.98000000,0.00052355,0.05518650,3.00000000,0
0.00000000,-1.96000000,0.00104691,0.06290258,3.00000000,0
0.00000000,-1.94000000,0.00156985,0.07398471,3.00000000,0
0.00000000,-1.92000000,0.00209217,0.08714413,3.00000000,0
0.00000000,-1.90000000,0.00261364,0.10155925,3.00000000,0
0.00000000,-1.88000000,0.00313401,0.11674582,3.00000000,0
0.00000000,-1.86000000,0.00365303,0.13241613,3.00000000,0
0.00000000,-1.84000000,0.00417040,0.14839212,3.00000000,0
0.00000000,-1.82000000,0.00468582,0.16455751,3.00000000,0
0.00000000,-1.80000000,0.00519894,0.18083176,3.00000000,0
0.00000000,-1.78000000,0.00570938,0.19715554,3.00000000,0
0.00000000,-1.76000000,0.00621672,0.21348230,3.00000000,0
0.00000000,-1.74000000,0.00672048,0.22977316,3.00000000,0
0.00000000,-1.72000000,0.00722016,0.24599370,3.00000000,0
0.00000000,-1.70000000,0.00771515,0.26211185,3.00000000,0
0.00000000,-1.68000000,0.00820482,0.27809641,3.00000000,0
0.00000000,-1.66000000,0.00868845,0.29391596,3.00000000,0
0.00000000,-1.64000000,0.00916523,0.30953810,3.00000000,0
0.00000000,-1.62000000,0.00963428,0.32492873,3.00000000,0
0.00000000,-1.60000000,0.01009461,0.34005151,3.00000000,0
0.00000000,-1.58000000,0.01054513,0.35486740,3.00000000,0
0.00000000,-1.56000000,0.01098465,0.36933415,3.00000000,0
0.00000000,-1.54000000,0.01141182,0.38340595,3.00000000,0
0.00000000,-1.52000000,0.01182518,0.39703297,3.00000000,0
0.00000000,-1.50000000,0.01222314,0.41016104,3.00000000,0
0.00000000,-1.48000000,0.01260393,0.42273128,3.00000000,0
0.00000000,-1.46000000,0.01296562,0.43467977,3.00000000,0
0.00000000,-1.44000000,0.01330614,0.44593729,3.00000000,0
0.00000000,-1.42000000,0.01362319,0.45642913,3.00000000,0
0.00000000,-1.40000000,0.01391435,0.46607495,3.00000000,0
0.00000000,-1.38000000,0.01417697,0.47478878,3.00000000,0
0.00000000,-1.36000000,0.01440824,0.48247923,3.00000000,0
0.00000000,-1.34000000,0.01460521,0.48904986,3.00000000,0
0.00000000,-1.32000000,0.01476476,0.49439990,3.00000000,0
0.00000000,-1.30000000,0.01488368,0.49842533,3.00000000,0
0.00000000,-1.28000000,0.01495872,0.50102045,3.00000000,0
0.00000000,-1.26000000,0.01498665,0.50208013,3.00000000,0
0.00000000,-1.24000000,0.01496439,0.50150278,3.00000000,0
0.00000000,-1.22000000,0.01488915,0.49919434,3.00000000,0
0.00000000,-1.20000000,0.01475861,0.49507341,3.00000000,0
0.00000000,-1.18000000,0.01457122,0.48907777,3.00000000,0
0.00000000,-1.16000000,0.01432650,0.48117266,3.00000000,0
0.00000000,-1.14000000,0.01402551,0.47136089,3.00000000,0
0.00000000,-1.12000000,0.01367133,0.45969559,3.00000000,0
0.00000000,-1.10000000,0.01326977,0.44629605,3.00000000,0
0.00000000,-1.08000000,0.01283011,0.43136831,3.00000000,0
0.00000000,-1.06000000,0.01236604,0.41523325,3.00000000,0
0.00000000,-1.04000000,0.01189666,0.39836752,3.00000000,0
0.00000000,-1.02000000,0.01144751,0.38146636,3.00000000,0
0.00000000,-1.00000000,0.01105163,0.36554173,3.00000000,0
0.00000000,-0.98000000,0.01075032,0.35206780,3.00000000,0
0.00000000,-0.96000000,0.01059365,0.34316519,3.00000000,0
0.00000000,-0.94000000,0.01064023,0.34174957,3.00000000,0
0.00000000,-0.92000000,0.01095620,0.35146441,3.00000000,0
0.00000000,-0.90000000,0.01161309,0.37620244,3.00000000,0
0.00000000,-0.88000000,0.01268460,0.41931117,3.00000000,0
0.00000000,-0.86000000,0.01424230,0.48298767,3.00000000,0
0.00000000,-0.84000000,0.01635071,0.56824281,3.00000000,0
0.00000000,-0.82000000,0.01906229,0.67524201,3.00000000,0
0.00000000,-0.80000000,0.02241310,0.80363204,3.00000000,0
0.00000000,-0.78000000,0.02641988,0.95270459,3.00000000,0
0.00000000,-0.76000000,0.03107904,1.12145250,3.00000000,0
0.00000000,-0.74000000,0.03636774,1.30860301,3.00000000,0
0.00000000,-0.72000000,0.04224697,1.51267082,3.00000000,0
0.00000000,-0.70000000,0.04866600,1.73203813,3.00000000,0
0.00000000,-0.68000000,0.05556762,1.96505175,3.00000000,0
0.00000000,-0.66000000,0.06289341,2.21012375,3.00000000,0
0.00000000,-0.64000000,0.07058883,2.46582547,3.00000000,0
0.00000000,-0.62000000,0.07860809,2.73096785,3.00000000,0
0.00000000,-0.60000000,0.08692083,3.00465098,3.00000000,0
0.00000000,-0.58000000,0.09552821,3.28616129,3.00000000,0
0.00000000,-0.56000000,0.10452390,3.57393901,3.00000000,0
0.00000000,-0.54000000,0.11438328,3.85889783,3.00000000,0
0.00000000,-0.52000000,0.12750115,4.08351266,3.00000000,0
0.00000000,-0.50000000,0.15692499,3.82127661,8.00000001,1
0.00000000,-0.48000000,0.14017431,4.38257762,8.00000001,1
0.00000000,-0.46000000,0.13972763,4.59425799,8.00000001,1
0.00000000,-0.44000000,0.14253379,4.73819984,8.00000001,1
0.00000000,-0.42000000,0.14619080,4.87374874,8.00000001,1
0.00000000,-0.40000000,0.15021118,5.01252361,8.00000001,1
0.00000000,-0.38000000,0.15448298,5.15710059,8.00000001,1
0.00000000,-0.36000000,0.15898000,5.30828398,8.00000001,1
0.00000000,-0.34000000,0.16370080,5.46656230,8.00000001,1
0.00000000,-0.32000000,0.16865376,5.63241617,8.00000001,1
0.00000000,-0.30000000,0.17385267,5.80638689,8.00000001,1
0.00000000,-0.28000000,0.17931530,5.98909290,8.00000001,1
0.00000000,-0.26000000,0.18506294,6.18123376,8.00000002,1
0.00000000,-0.24000000,0.19112034,6.38358738,8.00000002,1
0.00000000,-0.22000000,0.19751539,6.59699700,8.00000002,1
0.00000000,-0.20000000,0.20427846,6.82234222,8.00000002,1
0.00000000,-0.18000000,0.21144082,7.06048877,8.00000002,1
0.00000000,-0.16000000,0.21903198,7.31221728,8.00000002,1
0.00000000,-0.14000000,0.22707601,7.57814094,8.00000002,1
0.00000000,-0.12000000,0.23558754,7.85863451,8.00000002,1
0.00000000,-0.10000000,0.24456860,8.15380729,8.00000003,1
0.00000000,-0.08000000,0.25400800,8.46355191,8.00000003,1
0.00000000,-0.06000000,0.26388481,8.78768558,8.00000003,1
0.00000000,-0.04000000,0.27417623,9.12617170,8.00000003,1
0.00000000,-0.02000000,0.28486900,9.47937910,8.00000004,1
0.00000000,0.00000000,0.29597158,9.84831779,8.00000004,1
0.00000000,0.02000000,0.30752373,10.23479251,8.00000004,1
0.00000000,0.04000000,0.31960066,10.64143802,8.00000005,1
0.00000000,0.06000000,0.33231059,11.07163439,8.00000005,1
0.00000000,0.08000000,0.34578692,11.52933585,8.00000005,1
0.00000000,0.10000000,0.36017789,12.01887180,8.00000006,1
0.00000000,0.12000000,0.37563725,12.54478454,8.00000006,1
0.00000000,0.14000000,0.39231859,13.11175300,8.00000007,1
0.00000000,0.16000000,0.41037448,13.72462181,8.00000008,1
0.00000000,0.18000000,0.42996013,14.38852557,8.00000008,1
0.00000000,0.20000000,0.45123999,15.10908076,8.00000009,1
0.00000000,0.22000000,0.47439617,15.89261775,8.00000010,1
0.00000000,0.24000000,0.49963723,16.74643606,8.00000011,1
0.00000000,0.26000000,0.52720729,17.67908269,8.00000013,1
0.00000000,0.28000000,0.55739571,18.70066704,8.00000014,1
0.00000000,0.30000000,0.59054809,19.82323809,8.00000016,1
0.00000000,0.32000000,0.62707992,21.06125963,8.00000018,1
0.00000000,0.34000000,0.66749463,22.43223161,8.00000020,1
0.00000000,0.36000000,0.71240922,23.95752167,8.00000023,1
0.00000000,0.38000000,0.76259387,25.66347559,8.00000026,1
0.00000000,0.40000000,0.81904540,27.58275039,8.00000030,1
0.00000000,0.42000000,0.88316997,29.75480229,8.00000035,1
0.00000000,0.44000000,0.95743030,32.21788225,8.00000042,1
0.00000000,0.46000000,1.04833829,34.94371294,8.00000049,1
0.00000000,0.48000000,1.18245447,37.40696494,8.00000056,1
0.00000000,0.50000000,1.49825541,44.28355769,2.00000000,2
0.00000000,0.52000000,1.75187846,70.96288466,2.00000000,2
0.00000000,0.54000000,2.20657772,86.44464774,2.00000000,2
0.00000000,0.56000000,2.74472387,103.83178959,2.00000000,2
0.00000000,0.58000000,3.36124547,123.71371542,2.00000000,2
0.00000000,0.60000000,4.07116132,146.41196160,2.00000000,2
0.00000000,0.62000000,4.89125923,171.98388042,2.00000001,2
0.00000000,0.64000000,5.83282252,200.10854110,2.00000001,2
0.00000000,0.66000000,6.89494038,229.96885569,2.00000001,2
0.00000000,0.68000000,8.05757492,260.22876944,2.00000001,2
0.00000000,0.70000000,9.27607561,289.17096961,2.00000002,2
0.00000000,0.72000000,10.47973968,314.99548804,2.00000002,2
0.00000000,0.74000000,11.57675873,336.18762839,2.00000002,2
0.00000000,0.76000000,12.46633618,351.79157505,2.00000002,2
0.00000000,0.78000000,13.05623687,361.44042290,2.00000003,2
0.00000000,0.80000000,13.28151320,365.12777577,2.00000003,2
0.00000000,0.82000000,13.11889790,362.89511593,2.00000003,2
0.00000000,0.84000000,12.59221239,354.69126627,2.00000003,2
0.00000000,0.86000000,11.76697259,340.52517447,2.00000002,2
0.00000000,0.88000000,10.73601102,320.78444123,2.00000002,2
0.00000000,0.90000000,9.60076693,296.46182017,2.00000002,2
0.00000000,0.92000000,8.45375506,269.11826020,2.00000001,2
0.00000000,0.94000000,7.36646936,240.60064451,2.00000001,2
0.00000000,0.96000000,6.38446049,212.66544785,2.00000001,2
0.00000000,0.98000000,5.52879997,186.67309836,2.00000001,2
0.00000000,1.00000000,4.80157745,163.44587588,2.00000001,2
0.00000000,1.02000000,4.19276559,143.29096295,2.00000000,2
0.00000000,1.04000000,3.68642045,126.12909978,2.00000000,2
0.00000000,1.06000000,3.26518666,111.65430675,2.00000000,2
0.00000000,1.08000000,2.91295444,99.47007232,2.00000000,2
0.00000000,1.10000000,2.61603477,89.17924734,2.00000000,2
0.00000000,1.12000000,2.36338201,80.42978711,2.00000000,2
0.00000000,1.14000000,2.14633015,72.92970899,2.00000000,2
0.00000000,1.16000000,1.95815795,66.44524185,2.00000000,2
0.00000000,1.18000000,1.79365367,60.79211369,2.00000000,2
0.00000000,1.20000000,1.64874876,55.82551072,2.00000000,2
0.00000000,1.22000000,1.52023438,51.43112177,2.00000000,2
0.00000000,1.24000000,1.40555065,47.51795858,2.00000000,2
0.00000000,1.26000000,1.30263225,44.01287749,2.00000000,2
0.00000000,1.28000000,1.20979524,40.85648265,2.00000000,2
0.00000000,1.30000000,1.12565337,38.00007361,2.00000000,2
0.00000000,1.32000000,1.04905547,35.40335906,2.00000000,2
0.00000000,1.34000000,0.97903793,33.03272839,2.00000000,2
0.00000000,1.36000000,0.91478826,30.85993055,2.00000000,2
0.00000000,1.38000000,0.85561674,28.86105309,2.00000000,2
0.00000000,1.40000000,0.80093424,27.01572502,2.00000000,2
0.00000000,1.42000000,0.75023461,25.30648823,2.00000000,2
0.00000000,1.44000000,0.70308062,23.71829744,2.00000000,2
0.00000000,1.46000000,0.65909262,22.23811916,2.00000000,2
0.00000000,1.48000000,0.61793938,20.85460756,2.00000000,2
0.00000000,1.50000000,0.57933055,19.55784064,2.00000000,2
0.00000000,1.52000000,0.54301051,18.33910426,2.00000000,2
0.00000000,1.54000000,0.50875324,17.19071423,2.00000000,2
0.00000000,1.56000000,0.47635806,16.10586909,2.00000000,2
0.00000000,1.58000000,0.44564612,15.07852778,2.00000000,2
0.00000000,1.60000000,0.41645734,14.10330774,2.00000000,2
0.00000000,1.62000000,0.38864794,13.17539993,2.00000000,2
0.00000000,1.64000000,0.36208822,12.29049817,2.00000000,2
0.00000000,1.66000000,0.33666079,11.44474075,2.00000000,2
0.00000000,1.68000000,0.31225897,10.63466305,2.00000000,2
0.00000000,1.70000000,0.28878541,9.85716033,2.00000000,2
0.00000000,1.72000000,0.26615094,9.10946074,2.00000000,2
0.00000000,1.74000000,0.24427354,8.38910948,2.00000000,2
0.00000000,1.76000000,0.22307747,7.69396614,2.00000000,2
0.00000000,1.78000000,0.20249242,7.02221964,2.00000000,2
0.00000000,1.80000000,0.18245290,6.37242863,2.00000000,2
0.00000000,1.82000000,0.16289756,5.74360136,2.00000000,2
0.00000000,1.84000000,0.14376867,5.13534100,2.00000000,2
0.00000000,1.86000000,0.12501163,4.54810484,2.00000000,2
0.00000000,1.88000000,0.10657448,3.98367013,2.00000000,2
0.00000000,1.90000000,0.08840756,3.44598793,2.00000000,2
0.00000000,1.92000000,0.07046306,2.94277299,2.00000000,2
0.00000000,1.94000000,0.05269470,2.48842340,2.00000000,2
0.00000000,1.96000000,0.03505743,2.10879671,2.00000000,2
0.00000000,1.98000000,0.01750707,1.84574809,2.00000000,2
0.00000000,2.00000000,0.00000000,1.84574809,2.00000000,2
0.02000000,-2.00000000,0.00000000,0.05518650,3.00000000,0
0.02000000,-1.98000000,0.00104722,0.05518650,3.00000000,0
0.02000000,-1.96000000,0.00209404,0.06290258,3.00000000,0
0.02000000,-1.94000000,0.00314004,0.07398471,3.00000000,0
0.02000000,-1.92000000,0.00418480,0.08714413,3.00000000,0
0.02000000,-1.90000000,0.00522786,0.10155925,3.00000000,0
0.02000000,-1.88000000,0.00626874,0.11674582,3.00000000,0
0.02000000,-1.86000000,0.00730692,0.13241613,3.00000000,0
0.02000000,-1.84000000,0.00834182,0.14839212,3.00000000,0
0.02000000,-1.82000000,0.00937284,0.16455751,3.00000000,0
0.02000000,-1.80000000,0.01039928,0.18083176,3.00000000,0
0.02000000,-1.78000000,0.01142038,0.19715554,3.00000000,0
0.02000000,-1.76000000,0.01243529,0.21348230,3.00000000,0
0.02000000,-1.74000000,0.01344310,0.22977316,3.00000000,0
0.02000000,-1.72000000,0.01444274,0.24599370,3.00000000,0
0.02000000,-1.70000000,0.01543306,0.26211185,3.00000000,0
0.02000000,-1.68000000,0.01641277,0.27809641,3.00000000,0
0.02000000,-1.66000000,0.01738043,0.29391596,3.00000000,0
0.02000000,-1.64000000,0.01833444,0.30953810,3.00000000,0
0.02000000,-1.62000000,0.01927304,0.32492873,3.00000000,0
0.02000000,-1.60000000,0.02019425,0.34005151,3.00000000,0
0.02000000,-1.58000000,0.02109591,0.35486740,3.00000000,0
0.02000000,-1.56000000,0.02197560,0.36933415,3.00000000,0
0.02000000,-1.54000000,0.02283067,0.38340595,3.00000000,0
0.02000000,-1.52000000,0.02365821,0.39703297,3.00000000,0
0.02000000,-1.50000000,0.02445501,0.41016104,3.00000000,0
0.02000000,-1.48000000,0.02521755,0.42273128,3.00000000,0
0.02000000,-1.46000000,0.02594200,0.43467977,3.00000000,0
0.02000000,-1.44000000,0.02662416,0.44593729,3.00000000,0
0.02000000,-1.42000000,0.02725951,0.45642913,3.00000000,0
0.02000000,-1.40000000,0.02784314,0.46607495,3.00000000,0
0.02000000,-1.38000000,0.02836978,0.47478878,3.00000000,0
0.02000000,-1.36000000,0.02883383,0.48247923,3.00000000,0
0.02000000,-1.34000000,0.02922932,0.48904986,3.00000000,0
0.02000000,-1.32000000,0.02955003,0.49439990,3.00000000,0
0.02000000,-1.30000000,0.02978950,0.49842533,3.00000000,0
0.02000000,-1.28000000,0.02994120,0.50102045,3.00000000,0
0.02000000,-1.26000000,0.02999861,0.50208013,3.00000000,0
0.02000000,-1.24000000,0.02995550,0.50150278,3.00000000,0
0.02000000,-1.22000000,0.02980616,0.49919434,3.00000000,0
0.02000000,-1.20000000,0.02954587,0.49507341,3.00000000,0
0.02000000,-1.18000000,0.02917133,0.48907777,3.00000000,0
0.02000000,-1.16000000,0.02868138,0.48117266,3.00000000,0
0.02000000,-1.14000000,0.02807785,0.47136089,3.00000000,0
0.02000000,-1.12000000,0.02736660,0.45969559,3.00000000,0
0.02000000,-1.10000000,0.02655883,0.44629605,3.00000000,0
0.02000000,-1.08000000,0.02567268,0.43136831,3.00000000,0
0.02000000,-1.06000000,0.02473501,0.41523325,3.00000000,0
0.02000000,-1.04000000,0.02378350,0.39836752,3.00000000,0
0.02000000,-1.02000000,0.02286874,0.38146636,3.00000000,0
0.02000000,-1.00000000,0.02205639,0.36554173,3.00000000,0
0.02000000,-0.98000000,0.02142888,0.35206780,3.00000000,0
0.02000000,-0.96000000,0.02108643,0.34316519,3.00000000,0
0.02000000,-0.94000000,0.02114682,0.34174957,3.00000000,0
0.02000000,-0.92000000,0.02174337,0.35146441,3.00000000,0
0.02000000,-0.90000000,0.02302079,0.37620244,3.00000000,0
0.02000000,-0.88000000,0.02512856,0.41931117,3.00000000,0
0.02000000,-0.86000000,0.02821224,0.48298767,3.00000000,0
0.02000000,-0.84000000,0.03240329,0.56824281,3.00000000,0
0.02000000,-0.82000000,0.03780872,0.67524201,3.00000000,0
0.02000000,-0.80000000,0.04450207,0.80363204,3.00000000,0
0.02000000,-0.78000000,0.05251733,0.95270459,3.00000000,0
0.02000000,-0.76000000,0.06184676,1.12145250,3.00000000,0
0.02000000,-0.74000000,0.07244322,1.30860301,3.00000000,0
0.02000000,-0.72000000,0.08422652,1.51267082,3.00000000,0
0.02000000,-0.70000000,0.09709267,1.73203813,3.00000000,0
0.02000000,-0.68000000,0.11092462,1.96505175,3.00000000,0
0.02000000,-0.66000000,0.12560312,2.21012375,3.00000000,0
0.02000000,-0.64000000,0.14101656,2.46582547,3.00000000,0
0.02000000,-0.62000000,0.15707005,2.73096785,3.00000000,0
0.02000000,-0.60000000,0.17369483,3.00465098,3.00000000,0
0.02000000,-0.58000000,0.19086269,3.28616129,3.00000000,0
0.02000000,-0.56000000,0.20861635,3.57393901,3.00000000,0
0.02000000,-0.54000000,0.22713768,3.85889783,3.00000000,0
0.02000000,-0.52000000,0.24684970,4.08351266,3.00000000,0
0.02000000,-0.50000000,0.26806428,3.82127661,8.00000001,1
0.02000000,-0.48000000,0.27219698,4.38257762,8.00000001,1
0.02000000,-0.46000000,0.27782920,4.59425799,8.00000001,1
0.02000000,-0.44000000,0.28464250,4.73819984,8.00000001,1
0.02000000,-0.42000000,0.29220028,4.87374874,8.00000001,1
0.02000000,-0.40000000,0.30029700,5.01252361,8.00000001,1
0.02000000,-0.38000000,0.30885371,5.15710059,8.00000001,1
0.02000000,-0.36000000,0.31784842,5.30828398,8.00000001,1
0.02000000,-0.34000000,0.32728577,5.46656230,8.00000001,1
0.02000000,-0.32000000,0.33718461,5.63241617,8.00000001,1
0.02000000,-0.30000000,0.34757305,5.80638689,8.00000001,1
0.02000000,-0.28000000,0.35848645,5.98909290,8.00000001,1
0.02000000,-0.26000000,0.36996675,6.18123376,8.00000002,1
0.02000000,-0.24000000,0.38206213,6.38358738,8.00000002,1
0.02000000,-0.22000000,0.39482646,6.59699700,8.00000002,1
0.02000000,-0.20000000,0.40831781,6.82234222,8.00000002,1
0.02000000,-0.18000000,0.42259549,7.06048877,8.00000002,1
0.02000000,-0.16000000,0.43771520,7.31221728,8.00000002,1
0.02000000,-0.14000000,0.45372258,7.57814094,8.00000002,1
0.02000000,-0.12000000,0.47064639,7.85863451,8.00000002,1
0.02000000,-0.10000000,0.48849336,8.15380729,8.00000003,1
0.02000000,-0.08000000,0.50724785,8.46355191,8.00000003,1
0.02000000,-0.06000000,0.52687842,8.78768558,8.00000003,1
0.02000000,-0.04000000,0.54735216,9.12617170,8.00000003,1
0.02000000,-0.02000000,0.56865485,9.47937910,8.00000004,1
0.02000000,0.00000000,0.59081223,9.84831779,8.00000004,1
0.02000000,0.02000000,0.61390681,10.23479251,8.00000004,1
0.02000000,0.04000000,0.63808519,10.64143802,8.00000005,1
0.02000000,0.06000000,0.66355407,11.07163439,8.00000005,1
0.02000000,0.08000000,0.69056705,11.52933585,8.00000005,1
0.02000000,0.10000000,0.71940691,12.01887180,8.00000006,1
0.02000000,0.12000000,0.75036956,12.54478454,8.00000006,1
0.02000000,0.14000000,0.78375419,13.11175300,8.00000007,1
0.02000000,0.16000000,0.81986176,13.72462181,8.00000008,1
0.02000000,0.18000000,0.85900136,14.38852557,8.00000008,1
0.02000000,0.20000000,0.90150235,15.10908076,8.00000009,1
0.02000000,0.22000000,0.94772959,15.89261775,8.00000010,1
0.02000000,0.24000000,0.99810022,16.74643606,8.00000011,1
0.02000000,0.26000000,1.05310112,17.67908269,8.00000013,1
0.02000000,0.28000000,1.11330780,18.70066704,8.00000014,1
0.02000000,0.30000000,1.17940600,19.82323809,8.00000016,1
0.02000000,0.32000000,1.25221842,21.06125963,8.00000018,1
0.02000000,0.34000000,1.33273953,22.43223161,8.00000020,1
0.02000000,0.36000000,1.42218360,23.95752167,8.00000023,1
0.02000000,0.38000000,1.52205423,25.66347559,8.00000026,1
0.02000000,0.40000000,1.63425326,27.58275039,8.00000030,1
0.02000000,0.42000000,1.76126779,29.75480229,8.00000035,1
0.02000000,0.44000000,1.90652248,32.21788225,8.00000042,1
0.02000000,0.46000000,2.07502913,34.94371294,8.00000049,1
0.02000000,0.48000000,2.27394438,37.40696494,8.00000056,1
0.02000000,0.50000000,2.50654491,44.28355769,2.00000000,2
0.02000000,0.52000000,3.40002355,70.96288466,2.00000000,2
0.02000000,0.54000000,4.36400236,86.44464774,2.00000000,2
0.02000000,0.56000000,5.43403178,103.83178959,2.00000000,2
0.02000000,0.58000000,6.64249535,123.71371542,2.00000000,2
0.02000000,0.60000000,8.02304682,146.41196160,2.00000000,2
0.02000000,0.62000000,9.60556190,171.98388042,2.00000001,2
0.02000000,0.64000000,11.40766408,200.10854110,2.00000001,2
0.02000000,0.66000000,13.42369266,229.96885569,2.00000001,2
0.02000000,0.68000000,15.61294987,260.22876944,2.00000001,2
0.02000000,0.70000000,17.89074589,289.17096961,2.00000002,2
0.02000000,0.72000000,20.12675442,314.99548804,2.00000002,2
0.02000000,0.74000000,22.15453431,336.18762839,2.00000002,2
0.02000000,0.76000000,23.79331915,351.79157505,2.00000002,2
0.02000000,0.78000000,24.87888592,361.44042290,2.00000003,2
0.02000000,0.80000000,25.29612672,365.12777577,2.00000003,2
0.02000000,0.82000000,25.00393091,362.89511593,2.00000003,2
0.02000000,0.84000000,24.04451032,354.69126627,2.00000003,2
0.02000000,0.86000000,22.53410209,340.52517447,2.00000002,2
0.02000000,0.88000000,20.63811582,320.78444123,2.00000002,2
0.02000000,0.90000000,18.53859407,296.46182017,2.00000002,2
0.02000000,0.92000000,16.40338008,269.11826020,2.00000001,2
0.02000000,0.94000000,14.36437050,240.60064451,2.00000001,2
0.02000000,0.96000000,12.50804305,212.66544785,2.00000001,2
0.02000000,0.98000000,10.87715700,186.67309836,2.00000001,2
0.02000000,1.00000000,9.47976471,163.44587588,2.00000001,2
0.02000000,1.02000000,8.30099924,143.29096295,2.00000000,2
0.02000000,1.04000000,7.31405691,126.12909978,2.00000000,2
0.02000000,1.06000000,6.48844276,111.65430675,2.00000000,2
0.02000000,1.08000000,5.79505721,99.47007232,2.00000000,2
0.02000000,1.10000000,5.20864515,89.17924734,2.00000000,2
0.02000000,1.12000000,4.70847371,80.42978711,2.00000000,2
0.02000000,1.14000000,4.27804591,72.92970899,2.00000000,2
0.02000000,1.16000000,3.90442359,66.44524185,2.00000000,2
0.02000000,1.18000000,3.57748942,60.79211369,2.00000000,2
0.02000000,1.20000000,3.28929699,55.82551072,2.00000000,2
0.02000000,1.22000000,3.03355209,51.43112177,2.00000000,2
0.02000000,1.24000000,2.80521840,47.51795858,2.00000000,2
0.02000000,1.26000000,2.60022386,44.01287749,2.00000000,2
0.02000000,1.28000000,2.41524303,40.85648265,2.00000000,2
0.02000000,1.30000000,2.24753490,38.00007361,2.00000000,2
0.02000000,1.32000000,2.09482090,35.40335906,2.00000000,2
0.02000000,1.34000000,1.95519208,33.03272839,2.00000000,2
0.02000000,1.36000000,1.82703757,30.85993055,2.00000000,2
0.02000000,1.38000000,1.70898909,28.86105309,2.00000000,2
0.02000000,1.40000000,1.59987716,27.01572502,2.00000000,2
0.02000000,1.42000000,1.49869652,25.30648823,2.00000000,2
0.02000000,1.44000000,1.40457835,23.71829744,2.00000000,2
0.02000000,1.46000000,1.31676798,22.23811916,2.00000000,2
0.02000000,1.48000000,1.23460667,20.85460756,2.00000000,2
0.02000000,1.50000000,1.15751682,19.55784064,2.00000000,2
0.02000000,1.52000000,1.08498974,18.33910426,2.00000000,2
0.02000000,1.54000000,1.01657552,17.19071423,2.00000000,2
0.02000000,1.56000000,0.95187460,16.10586909,2.00000000,2
0.02000000,1.58000000,0.89053074,15.07852778,2.00000000,2
0.02000000,1.60000000,0.83222508,14.10330774,2.00000000,2
0.02000000,1.62000000,0.77667111,13.17539993,2.00000000,2
0.02000000,1.64000000,0.72361037,12.29049817,2.00000000,2
0.02000000,1.66000000,0.67280886,11.44474075,2.00000000,2
0.02000000,1.68000000,0.62405388,10.63466305,2.00000000,2
0.02000000,1.70000000,0.57715133,9.85716033,2.00000000,2
0.02000000,1.72000000,0.53192340,9.10946074,2.00000000,2
0.02000000,1.74000000,0.48820648,8.38910948,2.00000000,2
0.02000000,1.76000000,0.44584946,7.69396614,2.00000000,2
0.02000000,1.78000000,0.40471212,7.02221964,2.00000000,2
0.02000000,1.80000000,0.36466374,6.37242863,2.00000000,2
0.02000000,1.82000000,0.32558192,5.74360136,2.00000000,2
0.02000000,1.84000000,0.28735145,5.13534100,2.00000000,2
0.02000000,1.86000000,0.24986333,4.54810484,2.00000000,2
0.02000000,1.88000000,0.21301388,3.98367013,2.00000000,2
0.02000000,1.90000000,0.17670393,3.44598793,2.00000000,2
0.02000000,1.92000000,0.14083805,2.94277299,2.00000000,2
0.02000000,1.94000000,0.10532388,2.48842340,2.00000000,2
0.02000000,1.96000000,0.07007143,2.10879671,2.00000000,2
0.02000000,1.98000000,0.03499248,1.84574809,2.00000000,2
0.02000000,2.00000000,0.00000000,1.84574809,2.00000000,2
0.04000000,-2.00000000,0.00000000,0.06149110,3.00000000,0
0.04000000,-1.98000000,0.00122205,0.06149110,3.00000000,0
0.04000000,-1.96000000,0.00244364,0.06264141,3.00000000,0
0.04000000,-1.94000000,0.00366429,0.06451029,3.00000000,0
0.04000000,-1.92000000,0.00488351,0.06703427,3.00000000,0
0.04000000,-1.90000000,0.00610076,0.07013798,3.00000000,0
0.04000000,-1.88000000,0.00731550,0.07374241,3.00000000,0
0.04000000,-1.86000000,0.00852712,0.07777093,3.00000000,0
0.04000000,-1.84000000,0.00973496,0.08215299,3.00000000,0
0.04000000,-1.82000000,0.01093830,0.08682575,3.00000000,0
0.04000000,-1.80000000,0.01213636,0.09173429,3.00000000,0
0.04000000,-1.78000000,0.01332824,0.09683106,3.00000000,0
0.04000000,-1.76000000,0.01451299,0.10207491,3.00000000,0
0.04000000,-1.74000000,0.01568950,0.10743004,3.00000000,0
0.04000000,-1.72000000,0.01685658,0.11286497,3.00000000,0
0.04000000,-1.70000000,0.01801288,0.11835158,3.00000000,0
0.04000000,-1.68000000,0.01915690,0.12386439,3.00000000,0
0.04000000,-1.66000000,0.02028697,0.12937975,3.00000000,0
0.04000000,-1.64000000,0.02140125,0.13487539,3.00000000,0
0.04000000,-1.62000000,0.02249768,0.14032984,3.00000000,0
0.04000000,-1.60000000,0.02357397,0.14572206,3.00000000,0
0.04000000,-1.58000000,0.02462761,0.15103111,3.00000000,0
0.04000000,-1.56000000,0.02565581,0.15623584,3.00000000,0
0.04000000,-1.54000000,0.02665547,0.16131468,3.00000000,0
0.04000000,-1.52000000,0.02762321,0.16624541,3.00000000,0
0.04000000,-1.50000000,0.02855531,0.17100504,3.00000000,0
0.04000000,-1.48000000,0.02944767,0.17556968,3.00000000,0
